id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
dried-oregano,Oregano (dried),oz,0.9307,,,,0.9307,1.32,,,,1.32,2.92,,,,2.92,1.8164,1.4527,2026-08-09,2026-09-08,1.4527,1.6959,7.48,2026-08-19,2026-09-30,1.6959,1.0873,,,,1.0873,1.2414,,,,1.2414
hand-sanitizer,Hand Sanitizer,floz,0.4988,,,,0.4988,,,,,,0.2738,,,,0.2738,0.6212,0.4962,2026-08-11,2026-09-10,0.4962,0.2341,,,,0.2341,0.0877,,,,0.0877,0.1162,,,,0.1162
ground-turkey,Ground Turkey,lb,4.69,,,,4.69,2.6633,,,,2.6633,5.99,,,,5.99,5.49,,,,5.49,3.3333,,,,3.3333,4.3265,,,,4.3265,3.8213,,,,3.8213
ground-ginger,Ginger (ground),oz,1.495,,,,1.495,,,,,,2.8062,,,,2.8062,5.7,,,,5.7,2.8298,,,,2.8298,0.7971,,,,0.7971,1.6867,,,,1.6867
quinoa-uncooked,Uncooked Quinoa,oz,,,,,,0.2094,,,,0.2094,,,,,,,,,,,0.2494,,,,0.2494,0.1372,,,,0.1372,0.215,,,,0.215
coffee-pods,Coffee Pods (K-Cups),each,0.949,,,,0.949,0.3575,,,,0.3575,0.6716,,,,0.6716,1.099,0.999,2026-08-09,2026-09-08,0.999,0.3644,0.3742,2026-07-15,2026-09-23,0.3644,0.3298,,,,0.3298,0.3347,0.5662,2026-08-31,2026-09-30,0.3347
corned-beef-brisket,Corned Beef Brisket (raw),lb,8.99,,,,8.99,6.29,,,,6.29,8.99,,,,8.99,,,,,,6.99,,,,6.99,8.14,,,,8.14,4.9807,,,,4.9807
corn-chips,Corn Chips (Fritos class),oz,0.299,,,,0.299,0.2043,,,,0.2043,0.2554,,,,0.2554,0.2488,0.1862,2026-08-11,2026-09-10,0.1862,0.2041,0.1929,2026-08-19,2026-09-23,0.1929,0.2472,,,,0.2472,0.213,0.4292,2026-08-31,2026-09-30,0.213
deodorant,Deodorant,oz,1.9192,,,,1.9192,1.3133,,,,1.3133,0.665,,,,0.665,1.7269,1.3423,2026-08-11,2026-09-10,1.3423,0.93,,,,0.93,0.7677,,,,0.7677,0.7,1.48,2026-08-31,2026-09-30,0.7
salt,Table Salt,oz,0.0608,,,,0.0608,0.0304,,,,0.0304,0.0381,,,,0.0381,0.0842,0.0723,2026-08-09,2026-09-08,0.0723,0.0381,,,,0.0381,0.0372,,,,0.0372,0.0362,,,,0.0362
cod,Cod Fillets,lb,12.99,,,,12.99,8.745,,,,8.745,9.995,,,,9.995,11.99,,,,11.99,6.99,,,,6.99,11.76,,,,11.76,11.88,,,,11.88
fish-sticks,Fish Sticks (frozen),oz,0.3478,,,,0.3478,0.2188,,,,0.2188,0.3654,,,,0.3654,0.3248,0.2431,2026-08-11,2026-09-10,0.2431,0.3123,,,,0.3123,0.2281,,,,0.2281,0.203,,,,0.203
vienna-sausage,Vienna sausage,oz,,,,,,0.1652,,,,0.1652,0.2587,,,,0.2587,,,,,,0.1848,,,,0.1848,0.1507,,,,0.1507,0.1756,,,,0.1756
dried-cranberries,Dried Cranberries,oz,0.2904,,,,0.2904,,,,,,0.4162,,,,0.4162,0.3121,0.2912,2026-08-11,2026-09-10,0.2912,0.2992,0.4167,2026-07-16,2026-09-09,0.2992,0.1588,,,,0.1588,0.2483,0.29,2026-08-31,2026-09-30,0.2483
dried-basil,Basil (dried),oz,1.25,,,,1.25,,,,,,21.3929,,,,21.3929,3.32,2.24,2026-08-11,2026-09-10,2.24,4.6279,,,,4.6279,1.0624,,,,1.0624,1.35,,,,1.35
fabric-softener,Fabric Softener (liquid),floz,0.113,,,,0.113,0.0884,,,,0.0884,0.0978,,,,0.0978,0.1399,0.1298,2026-08-09,2026-09-08,0.1298,0.0809,,,,0.0809,0.0542,,,,0.0542,0.0726,0.0802,2026-08-31,2026-09-30,0.0726
dried-thyme,Thyme (dried),oz,3.9867,,,,3.9867,,,,,,,,,,,5.7,,,,5.7,3.1087,5.7538,2026-08-19,2026-09-30,3.1087,0.8776,,,,0.8776,1.9857,,,,1.9857
red-pepper-flakes,Red Pepper Flakes,oz,0.625,,,,0.625,0.66,,,,0.66,1.9933,,,,1.9933,0.8867,,,,0.8867,0.8333,,,,0.8333,0.433,,,,0.433,0.6483,,,,0.6483
eggs,Large Eggs (dozen),dozen,1.5867,,,,1.5867,1.66,,,,1.66,2.356,,,,2.356,1.65,,,,1.65,1.75,3.595,2026-07-22,2026-09-09,1.75,1.9647,,,,1.9647,1.624,2.62,2026-08-31,2026-09-30,1.624
razors,Razors (disposable),each,1.9975,,,,1.9975,0.7475,,,,0.7475,0.3317,,,,0.3317,2.6633,2.3233,2026-08-09,2026-09-08,2.3233,0.2245,,,,0.2245,0.2398,,,,0.2398,0.1633,,,,0.1633
ground-turmeric,Ground Turmeric,oz,2.937,,,,2.937,1.4526,,,,1.4526,1.345,,,,1.345,2.937,,,,2.937,1.9559,,,,1.9559,0.399,,,,0.399,0.8339,,,,0.8339
fresh-thyme,Fresh Thyme,oz,3.9867,,,,3.9867,3.18,,,,3.18,5.98,,,,5.98,,,,,,,,,,,,,,,,3.56,,,,3.56
rhubarb,Fresh Rhubarb,lb,,,,,,,,,,,,,,,,3.99,,,,3.99,3.99,,,,3.99,,,,,,,,,,
okra,Fresh Okra,lb,,,,,,,,,,,,,,,,,,,,,4.8,,,,4.8,,,,,,5.64,,,,5.64
pecorino-romano,Pecorino Romano Cheese,oz,,,,,,,,,,,,,,,,,,,,,1.498,,,,1.498,,,,,,,,,,
fresh-sage,Fresh Sage,oz,,,,,,,,,,,5.98,,,,5.98,,,,,,4.98,,,,4.98,,,,,,,,,,
rutabagas,Rutabagas,lb,,,,,,,,,,,2.19,,,,2.19,,,,,,1.99,,,,1.99,,,,,,,,,,
parsnips,Parsnips,lb,3.184,,,,3.184,,,,,,,,,,,3.192,,,,3.192,2.99,,,,2.99,,,,,,4.22,,,,4.22
mustard-greens,Mustard Greens (bunch),each,,,,,,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,,
collard-greens,Collard Greens (bunch),each,1.99,,,,1.99,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,,
dry-green-lentils,Dry Green Lentils,oz,,,,,,,,,,,,,,,,,,,,,0.1869,,,,0.1869,,,,,,,,,,
coconut-aminos,Coconut Aminos,floz,,,,,,,,,,,,,,,,,,,,,0.799,,,,0.799,,,,,,0.624,,,,0.624
kalamata-olives,Kalamata Olives,oz,,,,,,,,,,,0.8817,,,,0.8817,,,,,,0.3912,,,,0.3912,,,,,,0.5232,,,,0.5232
salt-pork,Salt Pork,lb,,,,,,,,,,,,,,,,,,,,,5.9867,,,,5.9867,,,,,,,,,,
white-miso-paste,White Miso Paste,oz,,,,,,,,,,,,,,,,,,,,,0.5525,,,,0.5525,,,,,,,,,,
kosher-salt,Kosher Salt,oz,,,,,,,,,,,0.1123,,,,0.1123,,,,,,0.0727,,,,0.0727,,,,,,0.0629,,,,0.0629
daiya-mozzarella-style-shreds,Daiya Mozzarella Style Shreds,oz,,,,,,,,,,,,,,,,,,,,,0.6324,,,,0.6324,,,,,,,,,,
garlic-infused-olive-oil,Garlic-Infused Olive Oil,floz,,,,,,,,,,,,,,,,,,,,,1.0994,,,,1.0994,,,,,,,,,,
plain-soy-tempeh,Plain Soy Tempeh,oz,,,,,,,,,,,,,,,,,,,,,0.5362,,,,0.5362,,,,,,,,,,
turnip-greens,Turnip Greens (bunch),each,,,,,,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,,
eggplant,Eggplant (each),each,,,,,,,,,,,2.49,,,,2.49,1.99,,,,1.99,1.69,,,,1.69,,,,,,1.82,,,,1.82
diced-ham,Diced / Cubed Ham,oz,0.3738,,,,0.3738,,,,,,0.3931,,,,0.3931,0.3744,,,,0.3744,0.3738,0.4375,2026-08-19,2026-09-16,0.3738,,,,,,0.31,,,,0.31
poultry-seasoning,Poultry Seasoning,oz,4.7571,,,,4.7571,,,,,,2.2029,,,,2.2029,,,,,,3.1038,,,,3.1038,,,,,,1.1867,,,,1.1867
chicken-livers,Chicken Livers,lb,3.1893,,,,3.1893,,,,,,2.19,,,,2.19,,,,,,1.992,,,,1.992,,,,,,1.51,,,,1.51
rye-bread,Rye Bread (loaf),oz,0.2772,0.2495,,,0.2495,,,,,,0.2772,,,,0.2772,0.2772,,,,0.2772,0.1454,0.2494,2026-07-15,2026-09-09,0.1454,,,,,,0.1142,,,,0.1142
poppy-seeds,Poppy Seeds,oz,2.4875,,,,2.4875,,,,,,0.916,,,,0.916,3.192,,,,3.192,1.7877,,,,1.7877,,,,,,1.0295,,,,1.0295
fresh-mint,Mint (fresh),oz,3.9867,,,,3.9867,,,,,,5.98,,,,5.98,3.9867,,,,3.9867,4.98,,,,4.98,,,,,,3.56,,,,3.56
rice-noodles,Rice Noodles,oz,0.3744,,,,0.3744,,,,,,0.869,,,,0.869,0.2494,,,,0.2494,0.235,0.2619,2026-07-27,2026-09-21,0.235,,,,,,0.34,,,,0.34
ready-to-serve-long-grain-wild-rice-pouch,Ready-to-Serve Long Grain & Wild Rice Pouch,oz,,,,,,,,,,,0.317,,,,0.317,,,,,,0.1693,,,,0.1693,,,,,,0.15,,,,0.15
pomegranates,Pomegranate,each,,,,,,,,,,,,,,,,,,,,,4.99,,,,4.99,,,,,,,,,,
jumbo-pasta-shells,Jumbo Pasta Shells / Manicotti,oz,0.4238,,,,0.4238,,,,,,,,,,,0.2908,0.2483,2026-08-11,2026-09-10,0.2483,0.2369,,,,0.2369,,,,,,0.1633,,,,0.1633
turnips,Turnips,lb,,,,,,,,,,,3.49,,,,3.49,,,,,,2.99,,,,2.99,,,,,,2.42,,,,2.42
fresh-cranberries,Fresh Cranberries,oz,,,,,,,,,,,,,,,,,,,,,0.2591,,,,0.2591,,,,,,,,,,
horseradish-sauce,Horseradish Sauce (creamy),oz,0.2494,,,,0.2494,,,,,,0.3773,,,,0.3773,0.2306,0.1869,2026-08-09,2026-09-08,0.1869,0.2339,,,,0.2339,,,,,,0.1558,,,,0.1558
ground-fennel,Fennel Seed / Ground Fennel,oz,5.2824,,,,5.2824,,,,,,0.6232,,,,0.6232,3.5176,,,,3.5176,2.6959,,,,2.6959,,,,,,2.725,,,,2.725
gingersnaps,Gingersnap Cookies,oz,0.4056,,,,0.4056,,,,,,0.2211,,,,0.2211,0.6738,,,,0.6738,0.2492,0.2083,2026-08-19,2026-09-16,0.2083,,,,,,0.4038,,,,0.4038
pigeon-peas,Pigeon Peas / Gandules (canned),oz,,,,,,,,,,,,,,,,,,,,,0.1593,,,,0.1593,,,,,,,,,,
saffron,Saffron,oz,,,,,,,,,,,,,,,,,,,,,966.3333,,,,966.3333,,,,,,,,,,
tandoori-seasoning,Tandoori Seasoning,oz,2.8295,,,,2.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cardamom,Cardamom,oz,15.5444,,,,15.5444,,,,,,,,,,,,,,,,,,,,,,,,,,10.5211,,,,10.5211
five-spice-powder,Chinese Five Spice,oz,5.7086,,,,5.7086,,,,,,,,,,,,,,,,,,,,,,,,,,4.7543,,,,4.7543
harissa-paste,Harissa Paste,oz,6.3105,,,,6.3105,,,,,,,,,,,,,,,,,,,,,,,,,,0.845,,,,0.845
beef-short-ribs,Beef Short Ribs,lb,,,,,,,,,,,,,,,,,,,,,11.99,,,,11.99,,,,,,,,,,
fennel,Fennel Bulb,each,,,,,,,,,,,,,,,,,,,,,3.99,,,,3.99,,,,,,,,,,
fresh-oregano,Fresh Oregano,oz,3.9867,,,,3.9867,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,,,,3.56
crushed-thai-chili,Crushed Thai Chili,oz,4.3723,,,,4.3723,,,,,,,,,,,,,,,,,,,,,,,,,,2.4672,,,,2.4672
jicama,Jicama,lb,1.9929,,,,1.9929,,,,,,,,,,,,,,,,,,,,,,,,,,1.9702,,,,1.9702
whole-wheat-flour,Whole Wheat Flour,lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688,,,,0.688
shawarma-spice-blend,Shawarma Spice Blend,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1314,,,,1.1314
berbere-seasoning,Berbere Seasoning,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9923,,,,4.9923
pomegranate-molasses,Pomegranate Molasses,floz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.578,,,,0.578
lasagna-noodles,Lasagna Noodles,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,,,,0.115
fresh-sweet-italian-turkey-sausage,Fresh Sweet Italian Turkey Sausage,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3
habanero-peppers,Habanero Peppers,lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64,,,,12.64
achiote-paste,Achiote Paste,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6486,,,,0.6486
chipotle-powder,Chipotle Powder,oz,,,,,,,,,,,5.995,,,,5.995,,,,,,6.3,,,,6.3,,,,,,,,,,
onion-soup-mix,Onion Soup Mix (dry packets),oz,0.9045,,,,0.9045,,,,,,0.5864,,,,0.5864,,,,,,,,,,,,,,,,,,,,
fresh-dill,Fresh Dill,oz,3.9867,,,,3.9867,,,,,,5.98,,,,5.98,,,,,,,,,,,,,,,,3.56,,,,3.56
frozen-brussels-sprouts,Frozen Brussels Sprouts,oz,,,,,,,,,,,0.2398,,,,0.2398,,,,,,,,,,,,,,,,0.143,,,,0.143
caraway-seeds,Caraway Seeds,oz,4.3148,,,,4.3148,,,,,,5.1,,,,5.1,3.3222,,,,3.3222,,,,,,,,,,,2.4222,,,,2.4222
creamy-cilantro-lime-dressing,Creamy Cilantro Lime Dressing,floz,,,,,,,,,,,,,,,,,,,,,0.3742,0.3575,2026-08-10,2026-10-05,0.3575,,,,,,0.3333,,,,0.3333
chili-garlic-sauce,Chili Garlic Sauce,oz,,,,,,,,,,,0.7488,,,,0.7488,,,,,,0.3113,,,,0.3113,,,,,,0.5275,,,,0.5275
peanut-oil,Peanut oil,floz,,,,,,,,,,,0.1523,,,,0.1523,,,,,,,,,,,,,,,,0.1223,,,,0.1223
yellow-bell-pepper,Yellow Bell Pepper,each,1.99,,,,1.99,,,,,,1.79,,,,1.79,1.5,,,,1.5,1.67,,,,1.67,,,,,,1.46,,,,1.46
kiwi,Kiwi Fruit,each,0.99,,,,0.99,,,,,,1.25,,,,1.25,0.79,,,,0.79,,,,,,,,,,,,,,,
bean-sprouts,Fresh Bean Sprouts,oz,,,,,,,,,,,,,,,,0.1421,,,,0.1421,0.1564,,,,0.1564,,,,,,,,,,
wild-rice,Wild Rice,oz,0.6869,,,,0.6869,,,,,,,,,,,1.1612,,,,1.1612,,,,,,,,,,,,,,,
cumin-seeds,Cumin seeds,oz,,,,,,,,,,,1.145,,,,1.145,,,,,,1.69,,,,1.69,,,,,,,,,,
coconut,Whole Coconut,each,,,,,,,,,,,,,,,,3.99,,,,3.99,3.49,,,,3.49,,,,,,,,,,
dried-ancho-chiles,Dried Ancho Chiles,oz,,,,,,,,,,,0.5619,,,,0.5619,,,,,,,,,,,,,,,,,,,,
leeks,Leeks,each,4.99,,,,4.99,,,,,,3.99,,,,3.99,,,,,,,,,,,,,,,,,,,,
snow-peas,Snow Peas / Pea Pods (fresh),oz,0.4983,,,,0.4983,,,,,,,,,,,0.665,,,,0.665,,,,,,,,,,,0.3162,,,,0.3162
fresh-parsley,Fresh Parsley (bunch),each,0.99,,,,0.99,,,,,,,,,,,1.49,,,,1.49,,,,,,,,,,,1.93,,,,1.93
nutritional-yeast,Nutritional Yeast,oz,,,,,,,,,,,,,,,,,,,,,1.4422,1.6644,2026-08-03,2026-10-05,1.4422,,,,,,1.034,,,,1.034
plantains,Plantains,each,,,,,,,,,,,,,,,,,,,,,0.75,,,,0.75,,,,,,,,,,
apricots,Apricots,lb,13.32,,,,13.32,,,,,,,,,,,3.99,,,,3.99,3.49,,,,3.49,,,,,,4.34,,,,4.34
fresh-basil,Basil (fresh),oz,3.9867,,,,3.9867,,,,,,5.98,,,,5.98,3.9867,,,,3.9867,3.2,,,,3.2,,,,,,2.42,,,,2.42
hoisin-sauce,Hoisin Sauce,floz,0.5871,,,,0.5871,,,,,,0.3495,,,,0.3495,0.3929,0.3528,2026-08-11,2026-09-10,0.3528,0.2995,0.2895,2026-08-17,2026-10-12,0.2895,,,,,,0.248,,,,0.248
bok-choy,Bok Choy,lb,3.9926,,,,3.9926,,,,,,,,,,,,,,,,2.49,,,,2.49,,,,,,,,,,
beets,Beets (fresh),lb,,,,,,,,,,,5.32,,,,5.32,,,,,,2.49,,,,2.49,,,,,,3.38,,,,3.38
blue-cheese-dressing,Blue Cheese Dressing,floz,0.1612,,,,0.1612,,,,,,0.1744,,,,0.1744,0.2175,0.1962,2026-09-06,2026-10-06,0.1962,0.1744,,,,0.1744,,,,,,0.1654,,,,0.1654
vegetable-soup,Vegetable / Vegetable Beef Soup (canned),oz,0.1319,,,,0.1319,,,,,,,,,,,0.1305,0.0989,2026-09-02,2026-10-02,0.0989,0.1574,,,,0.1574,,,,,,0.1305,,,,0.1305
serrano-peppers,Serrano Peppers,lb,5,,,,5,,,,,,2.99,,,,2.99,4.99,,,,4.99,4.99,,,,4.99,,,,,,6.4,,,,6.4
poblano-peppers,Poblano Peppers (fresh),lb,4.99,,,,4.99,,,,,,,,,,,4.99,,,,4.99,3.49,,,,3.49,,,,,,3.26,,,,3.26
chipotle-adobo,Chipotle Peppers in Adobo,oz,0.47,,,,0.47,,,,,,0.3053,,,,0.3053,0.3987,,,,0.3987,0.2129,,,,0.2129,,,,,,0.2114,,,,0.2114
acorn-squash,Acorn Squash,lb,1.4889,,,,1.4889,,,,,,1.99,,,,1.99,,,,,,1.49,,,,1.49,,,,,,1.5398,,,,1.5398
artichokes,"Artichokes (fresh, whole)",each,,,,,,,,,,,,,,,,3.99,,,,3.99,3.49,,,,3.49,,,,,,8.9988,,,,8.9988
canned-asparagus,Canned Asparagus,oz,,,,,,,,,,,0.2062,,,,0.2062,0.3993,,,,0.3993,0.1786,,,,0.1786,,,,,,0.1766,,,,0.1766
anaheim-peppers,Anaheim Peppers,lb,5,,,,5,,,,,,4.99,,,,4.99,,,,,,1.49,,,,1.49,,,,,,2.94,,,,2.94
arugula,Arugula,oz,0.798,,,,0.798,,,,,,,,,,,0.798,0.696,2026-08-09,2026-09-08,0.696,0.698,,,,0.698,,,,,,0.614,,,,0.614
broccolini,Broccolini / Baby Broccoli,each,,,,,,,,,,,,,,,,,,,,,3.99,,,,3.99,,,,,,,,,,
hulled-pumpkin-seeds,Hulled Pumpkin Seeds,oz,,,,,,0.3983,,,,0.3983,0.5619,,,,0.5619,,,,,,0.4821,,,,0.4821,,,,,,0.4825,,,,0.4825
bottled-marinade,Meat Marinade (bottled),floz,0.1869,,,,0.1869,0.4362,,,,0.4362,0.2278,,,,0.2278,0.1862,0.1731,2026-08-09,2026-09-08,0.1731,0.1992,,,,0.1992,,,,,,0.1731,,,,0.1731
laundry-detergent,Laundry Detergent (Arm & Hammer OxiClean),floz,0.0882,,,,0.0882,0.0884,,,,0.0884,0.1014,,,,0.1014,0.1086,0.0868,,,0.0868,0.0874,,,,0.0874,,,,,,0.0801,0.072,2026-08-31,2026-09-30,0.072
frozen-peas,Frozen Peas,oz,0.0783,,,,0.0783,0.0808,,,,0.0808,0.0996,,,,0.0996,0.0513,0.0919,,,0.0513,0.0915,0.149,2026-08-22,2026-10-26,0.0915,,,,,,0.0547,,,,0.0547
firm-tofu,Firm tofu,oz,,,,,,0.1064,,,,0.1064,,,,,,,,,,,0.1421,,,,0.1421,,,,,,0.1388,,,,0.1388
fresh-rosemary,Fresh Rosemary,oz,3.9867,,,,3.9867,3.18,,,,3.18,5.98,,,,5.98,3.9867,,,,3.9867,,,,,,,,,,,3.56,,,,3.56
cheddar-cheese-curds,Cheddar cheese curds,oz,,,,,,0.3575,,,,0.3575,0.6242,,,,0.6242,0.798,,,,0.798,0.798,,,,0.798,,,,,,0.788,,,,0.788
oat-milk,Oat Milk,floz,0.0767,,,,0.0767,0.0545,,,,0.0545,0.067,,,,0.067,0.0863,0.0669,2026-08-11,2026-09-10,0.0669,0.0622,,,,0.0622,,,,,,0.0556,,,,0.0556
turkey-breast,Turkey Breast (raw),lb,6.66,,,,6.66,6.0267,,,,6.0267,11.99,,,,11.99,2.99,,,,2.99,4.9967,,,,4.9967,,,,,,4.8133,,,,4.8133
bulgur-wheat,Bulgur Wheat (dry),oz,,,,,,,,,,,,,,,,0.2496,0.2079,2026-08-30,2026-09-29,0.2079,0.1996,,,,0.1996,,,,,,0.2017,,,,0.2017
canned-butter-beans,Canned Butter Beans,oz,,,,,,,,,,,0.0897,,,,0.0897,0.0961,0.0865,2026-08-31,2026-09-30,0.0865,0.2327,,,,0.2327,,,,,,0.0748,,,,0.0748
frozen-cauliflower-florets,Frozen Cauliflower Florets,oz,,,,,,,,,,,0.2492,,,,0.2492,,,,,,0.212,,,,0.212,,,,,,0.1017,,,,0.1017
buttermilk,Buttermilk,floz,0.0934,,,,0.0934,,,,,,0.0872,,,,0.0872,0.0747,,,,0.0747,0.078,,,,0.078,,,,,,0.055,,,,0.055
green-chilli,Green chilli,lb,,,,,,3.92,,,,3.92,,,,,,,,,,,,,,,,,,,,,3.072,,,,3.072
cooked-shredded-chicken,Cooked Shredded Chicken,oz,,,,,,0.3744,,,,0.3744,0.8317,,,,0.8317,,,,,,0.6869,,,,0.6869,,,,,,,,,,
canned-beets,Canned Beets,oz,0.1193,,,,0.1193,,,,,,,,,,,0.1253,0.0987,2026-08-31,2026-09-30,0.0987,0.0727,0.2588,2026-08-24,2026-10-19,0.0727,,,,,,0.052,,,,0.052
canned-potatoes,Canned Potatoes,oz,0.064,,,,0.064,,,,,,,,,,,,,,,,0.0727,,,,0.0727,,,,,,0.1152,,,,0.1152
shallots,Shallots,lb,4,,,,4,,,,,,5.99,,,,5.99,13.28,,,,13.28,3.99,,,,3.99,,,,,,2.88,10.0267,2026-08-31,2026-09-30,2.88
sesame-oil,Sesame Oil (toasted),floz,0.7047,,,,0.7047,,,,,,1.078,,,,1.078,0.7887,,,,0.7887,0.6653,1.0527,2026-08-19,2026-09-16,0.6653,,,,,,0.5276,,,,0.5276
tahini,Tahini (Sesame Paste),oz,0.6244,,,,0.6244,,,,,,,,,,,0.5619,,,,0.5619,0.4556,0.4396,2026-08-12,2026-09-30,0.4396,,,,,,0.4044,,,,0.4044
red-curry-paste,Thai Red Curry Paste,oz,1.7975,,,,1.7975,,,,,,,,,,,1.4475,,,,1.4475,0.7756,1.6225,2026-08-17,2026-10-12,0.7756,,,,,,1.1061,,,,1.1061
chili-crisp,Chili Crisp / Chili Oil,oz,0.3245,,,,0.3245,,,,,,1.1862,,,,1.1862,1.0891,,,,1.0891,0.9446,0.877,2026-07-27,2026-09-21,0.877,,,,,,0.6707,,,,0.6707
fish-sauce,Fish Sauce,floz,0.5209,,,,0.5209,,,,,,0.9271,,,,0.9271,0.4986,,,,0.4986,0.8861,0.8565,2026-08-17,2026-10-12,0.8565,,,,,,0.4176,,,,0.4176
horseradish,Prepared Horseradish,oz,0.4988,,,,0.4988,,,,,,0.4988,,,,0.4988,0.66,,,,0.66,0.3738,,,,0.3738,,,,,,0.2989,,,,0.2989
gochujang,Gochujang (Korean Chili Paste),oz,0.4229,,,,0.4229,,,,,,,,,,,,,,,,0.4248,,,,0.4248,,,,,,0.2864,,,,0.2864
oyster-sauce,Oyster Sauce,floz,,,,,,,,,,,,,,,,0.2373,0.1968,2026-08-11,2026-09-10,0.1968,0.4433,,,,0.4433,,,,,,0.2587,,,,0.2587
lemongrass-paste,Lemongrass Paste,oz,1.7475,,,,1.7475,,,,,,,,,,,,,,,,1.2475,,,,1.2475,,,,,,,,,,
ground-coriander,Coriander (ground),oz,3.98,,,,3.98,,,,,,,,,,,1.4229,0.96,2026-08-11,2026-09-10,0.96,1.69,,,,1.69,,,,,,2.9067,,,,2.9067
ground-cloves,Cloves (ground),oz,2.495,,,,2.495,,,,,,1.495,,,,1.495,7.7667,,,,7.7667,2.6412,,,,2.6412,,,,,,1.09,,,,1.09
ground-nutmeg,Nutmeg (ground),oz,1.8821,,,,1.8821,,,,,,3.0613,,,,3.0613,1.245,0.84,2026-08-11,2026-09-10,0.84,2.3189,,,,2.3189,,,,,,1.64,,,,1.64
ground-allspice,Allspice (ground),oz,4.3435,,,,4.3435,,,,,,3.3167,,,,3.3167,3.1868,,,,3.1868,1.9867,,,,1.9867,,,,,,1.06,,,,1.06
garam-masala,Garam Masala,oz,3.5235,,,,3.5235,,,,,,3.6611,,,,3.6611,2.33,,,,2.33,2.6862,,,,2.6862,,,,,,1.64,,,,1.64
japanese-curry-roux,Japanese Curry Roux,oz,,,,,,,,,,,,,,,,,,,,,1.2469,,,,1.2469,,,,,,0.9125,,,,0.9125
dried-dill,Dill Weed (dried),oz,3.9867,,,,3.9867,,,,,,3.78,,,,3.78,6.0172,,,,6.0172,5.9189,,,,5.9189,,,,,,2.96,,,,2.96
red-lentils,Red Lentils,oz,,,,,,,,,,,,,,,,,,,,,0.1556,0.33,2026-08-19,2026-09-16,0.1556,,,,,,0.1362,,,,0.1362
tartar-sauce,Tartar Sauce,floz,0.233,,,,0.233,,,,,,0.2325,,,,0.2325,0.2492,0.2317,2026-08-11,2026-09-10,0.2317,0.2078,,,,0.2078,,,,,,0.1367,,,,0.1367
keto-hamburger-buns,Keto Hamburger Buns,each,,,,,,,,,,,,,,,,,,,,,1.1238,,,,1.1238,,,,,,0.5975,,,,0.5975
kale,Kale,each,1.99,,,,1.99,,,,,,,,,,,1.99,3.48,2026-08-09,2026-09-08,1.99,1.99,,,,1.99,,,,,,1.62,,,,1.62
honeydew,Honeydew Melon,each,5.99,,,,5.99,,,,,,6.49,,,,6.49,,,,,,4.99,,,,4.99,,,,,,4.46,,,,4.46
fresh-stir-fry-blend,Stir-Fry Vegetable Blend (fresh),oz,0.2908,,,,0.2908,,,,,,,,,,,,,,,,0.2158,,,,0.2158,,,,,,,,,,
veggie-sausages,Veggie Sausages,oz,,,,,,,,,,,,,,,,,,,,,0.5633,,,,0.5633,,,,,,0.5419,0.495,2026-08-31,2026-09-30,0.495
green-onions,Green Onions (bunch),each,1.49,,,,1.49,,,,,,1.29,,,,1.29,0.99,,,,0.99,1.19,,,,1.19,,,,,,1.17,,,,1.17
lemons,Lemons,each,0.99,,,,0.99,,,,,,0.99,,,,0.99,0.99,,,,0.99,0.85,,,,0.85,,,,,,0.68,0.5,2026-09-05,2026-10-05,0.5
limes,Limes,each,0.99,,,,0.99,,,,,,0.89,,,,0.89,0.99,,,,0.99,0.69,,,,0.69,,,,,,0.25,,,,0.25
grapefruit,Grapefruit,each,,,,,,,,,,,1.99,,,,1.99,,,,,,1.5,,,,1.5,,,,,,1.36,,,,1.36
rice-vinegar,Rice Vinegar,floz,0.3908,,,,0.3908,,,,,,0.4492,,,,0.4492,,,,,,0.2908,,,,0.2908,,,,,,0.2433,,,,0.2433
