# BLIND verification worklist for the 2026-09-17 board. Fill in verdict/found_product/found_price.
# verdict must be one of: ok | wrong-product | wrong-price | wrong-size | missing | unverifiable
#   ok            the board names the cheapest qualifying product at this store and its price is right
#   wrong-product the product on the board is not this commodity at all (the cat-food-as-salmon class)
#   wrong-price   right product, wrong number
#   wrong-size    right product, but the size/pack basis makes the per-unit wrong
#   missing       the store does not sell this commodity at all
#   unverifiable  bot wall, sign-in wall, or the store site would not answer. NOT a defect and NOT a pass;
#                 these are dropped from the denominator and reported separately.
# DO NOT open out\verification-sample-2026-09-17.json until every verdict is filled in.
ticket,seq,commodity,unit,store,verdict,found_product,found_price,note
"292F637043",84,"Canned Green Beans","oz","Fareway",wrong-size,"Fareway Cut Green Beans","0.0469","14.5 oz can | $0.68 sale (reg $1.12, sale ends in ~20 hrs), page shows $0.05/oz; Pickup - Omaha; reg price would be 0.0772/oz"
"7D1660DB84",85,"Apple Juice","floz","Hy-Vee",wrong-price,"Hy-Vee No Sugar Added 100% Apple Juice","0.0489","96 fl oz | shelf $4.69 / 96 fl oz; Omaha #02, NE; 100% juice chosen. Cheaper NON-100% option: That's Smart! Apple Juice Cocktail 64 fl oz $1.99 = 0.0311/floz (a cocktail, not juice). Next 100%: Juicy Juice 128 fl oz $6.99 = 0.0546"
"3A9056BEA0",86,"Corn Dogs (frozen)","each","Sam's Club",ok,"State Fair Classic Corn Dogs, Frozen, 30 ct.","0.3823","30 ct | $11.47 / 30; club 13130 L St, pickup IN_STOCK; only corn dog found"
"1E4A6744EC",87,"Pancake Mix","oz","Aldi",ok,"Millville Complete Buttermilk Pancake & Waffle Mix","0.0609","32 oz | $1.95 shelf, 32 oz on product page (page unit $0.06/oz); ALDI OLA 42 Omaha, In-Store"
"94EC5372FE",88,"Block Cheese","oz","Sam's Club",wrong-price,"Member's Mark Part-Skim Mozzarella Cheese 5 lbs.","0.1521","5 lb (80 oz) block | $12.17 / 80 oz; low-moisture mozzarella BLOCK (page: block can be cut into chunks); club 13130 L St, pickup IN_STOCK. If board means cheddar-type: MM Colby & Monterey Jack chunk 2 lb $5.48 = 0.1713/oz; MM Sharp Cheddar block 2 lb $5.73 = 0.1791/oz, both pickup IN_STOCK"
"FA0677E12C",89,"Ginger (ground)","oz","Sam's Club",ok,"Member's Mark Organic Ground Ginger, 7 oz.","0.7971","7 oz | $5.58 / 7 oz; club 13130 L St, pickup IN_STOCK; only ground ginger found"
"F4026DCED9",90,"Mangoes","each","Family Fare",wrong-price,"Red Mango, Small","2.79","1 ct | shelf $2.79 / 1 ct (product page, Tropical Fruits); only whole fresh mango in the 'mango' search (rest frozen/canned/dried/drinks); SMALL size. Store Family Fare - 50th & Grover St, Omaha NE, pickup"
"C79898AAF4",91,"Sesame Seeds","oz","Sam's Club",missing,"","","Not available for pickup at Omaha club 13130 L St: Member's Mark White Sesame Seed 20.5 oz $8.98 and Black Sesame Seed 22 oz $8.98 are shipping-only (pickup NOT_AVAILABLE)"
"961B81AE7B",92,"Turkey Breast (raw)","lb","Fareway",wrong-price,"Fareway Bone-In Turkey Breast (sold by weight)","3.49","about 5.0 lb/package (est. $17.45/pkg) | $3.49/lb, final cost by weight; Pickup - Omaha; page does not state raw vs cooked explicitly but it is a meat-case bone-in breast, not a deli/roasted item; bone-in basis. Fareway Boneless Turkey $5.99/lb (~5 lb pkg, $29.95 est.); Butterball roasted/deli breasts $9.99/lb are cooked, not counted"
"4ACEF0D609",93,"Crushed Tomatoes (canned)","oz","Aldi",ok,"Happy Harvest Crushed Tomatoes","0.0532","28 oz | $1.49 shelf, 28 oz can on product page (page unit $0.05/oz); ALDI OLA 42 Omaha, In-Store; only crushed tomato listed"
"E0923C02F9",94,"Liquid Egg Whites","floz","Aldi",ok,"Goldhen Liquid Egg Whites","0.1497","32 oz (URL slug 32-fl-oz) | $4.79 shelf, size line reads 32 oz (product URL says 32 fl oz; page unit $0.15/oz); ALDI OLA 42 Omaha, In-Store; only liquid egg white listed; treated 32 oz as 32 fl oz"
"1911434318",95,"Canned Pears","oz","Hy-Vee",ok,"That's Smart! Bartlett Pear Halves in Light Syrup","0.0986","29 oz can | shelf $2.86 / 29 oz; Omaha #02, NE; That's Smart irregular sliced 29 oz also $2.86; 15.25 oz $1.78 = 0.1167/oz"
"40F00907A9",96,"Baby Food (jars/pouches)","oz","Sam's Club",wrong-price,"HappyTOT Organics Love My Veggies, Variety Pack, Stage 4 Pouch, 4.22 oz., 12 ct.","0.2958","50.64 oz (12x4.22 oz) | $14.98 / 50.64 oz; club 13130 L St, pickup IN_STOCK; Stage 4 toddler pouch. Cheapest infant option at club: HappyBABY Clearly Crafted Fruit & Oat 12x4 oz $14.98 = 0.3121, pickup IN_STOCK. Gerber 2nd Foods 30x4 oz $23.98 (0.1998) and Beech-Nut Stage 2 pouches $14.48 are shipping-only (pickup NOT_AVAILABLE)"
"7F31F5B2BE",97,"Frozen Broccoli","oz","Hy-Vee",ok,"That's Smart! Broccoli Cuts (frozen)","0.0817","12 oz bag | shelf $0.98 / 12 oz; Omaha #02, NE; next: That's Smart chopped 12 oz $1.29, Hy-Vee cuts 12 oz $1.39, Birds Eye florets 52 oz $6.99 sale = 0.1344/oz"
"73C99559FC",98,"Lemon Pepper Seasoning","oz","Sam's Club",ok,"Member's Mark Lemon Pepper Seasoning, 31 oz.","0.2510","31 oz | $7.78 / 31 oz; club 13130 L St, pickup IN_STOCK"
"E3DD5388AD",99,"Yellow / Yukon Gold Potatoes","lb","Hy-Vee",wrong-price,"Green Giant Klondike Golddust Potatoes","1.198","5 lb bag | shelf $5.99 / 5 lb (gold/yellow flesh); Omaha #02, NE; loose B-Size Gold Potatoes $1.49/lb; no Hy-Vee-brand gold bag found (searched yellow potatoes, gold potatoes, yukon)"
"8B285AF1A2",100,"Boneless Skinless Chicken Breast","lb","Aldi",ok,"Boneless Skinless Chicken Breasts Family Pack, per lb","1.99","per lb (about 5.0 lb package) | $1.99/lb read on product page (Price Drop Ends Soon, 13% off; est $9.95/pkg = $1.99 x 5.0 lb, original $11.45/pkg = $2.29/lb); ALDI OLA 42 Omaha, In-Store; next cheapest Kirkwood Chicken Breasts $3.29/lb; sale price may expire soon"
