id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
hand-sanitizer,Hand Sanitizer,floz,,,,,,,,,,,0.2738,,,,0.2738,0.6212,,,,0.6212,0.2341,,,,0.2341,0.1173,,,,0.1173,0.2475,,,,0.2475
maple-syrup,Syrup (pancake / maple),floz,0.0979,,,,0.0979,0.0979,,,,0.0979,,,,,,,,,,,0.0912,,,,0.0912,0.1059,,,,0.1059,0.0811,,,,0.0811
high-fiber-tortillas,High Fiber Tortillas (burrito size),each,,,,,,,,,,,,,,,,,,,,,0.7817,,,,0.7817,0.598,,,,0.598,0.745,,,,0.745
red-pepper-flakes,Red Pepper Flakes,oz,0.625,,,,0.625,0.66,,,,0.66,1.9933,,,,1.9933,0.8867,,,,0.8867,0.8333,,,,0.8333,0.443,,,,0.443,0.595,,,,0.595
cayenne-pepper,Cayenne Pepper (ground),oz,,,,,,,,,,,1.8663,,,,1.8663,1.4229,,,,1.4229,1.18,,,,1.18,0.4738,,,,0.4738,0.9115,,,,0.9115
salt,Table Salt,oz,0.0608,,,,0.0608,0.0304,,,,0.0304,0.0381,,,,0.0381,,,,,,0.0385,,,,0.0385,0.0384,,,,0.0384,0.0362,,,,0.0362
cinnamon-stick,Cinnamon Sticks,oz,,,,,,2.99,,,,2.99,1.33,,,,1.33,,,,,,4.3267,7.32,2026-08-19,2026-09-29,4.3267,1.0457,,,,1.0457,1.3338,,,,1.3338
oven-cleaner,Oven Cleaner,oz,0.4476,,,,0.4476,,,,,,0.5855,,,,0.5855,,,,,,0.4683,,,,0.4683,,,,,,0.2794,,,,0.2794
okra,Fresh Okra,lb,,,,,,,,,,,,,,,,,,,,,4.8,,,,4.8,,,,,,3.6774,,,,3.6774
plastic-wrap,Plastic Wrap,each,2.79,,,,2.79,,,,,,2.79,,,,2.79,2.99,,,,2.99,2.49,,,,2.49,,,,,,2.14,,,,2.14
oyster-sauce,Oyster Sauce,floz,,,,,,,,,,,,,,,,,,,,,0.4433,,,,0.4433,,,,,,,,,,
mexican-chorizo-fresh,Mexican Pork Chorizo (Fresh),lb,,,,,,,,,,,,,,,,,,,,,3.5467,,,,3.5467,,,,,,2.6786,,,,2.6786
lemongrass-paste,Lemongrass Paste,oz,,,,,,,,,,,,,,,,,,,,,1.2475,,,,1.2475,,,,,,,,,,
mustard-greens,Mustard Greens (bunch),each,,,,,,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,,
mirin,Mirin (Sweet Cooking Wine),floz,,,,,,,,,,,,,,,,,,,,,0.549,0.529,2026-08-24,2026-10-18,0.529,,,,,,0.2642,,,,0.2642
parsnips,Parsnips,lb,,,,,,,,,,,4.49,,,,4.49,,,,,,2.99,,,,2.99,,,,,,3.77,,,,3.77
red-curry-paste,Thai Red Curry Paste,oz,,,,,,,,,,,,,,,,,,,,,0.7756,1.6225,2026-08-17,2026-10-11,0.7756,,,,,,,,,,
poppy-seeds,Poppy Seeds,oz,,,,,,,,,,,0.916,,,,0.916,,,,,,1.7877,,,,1.7877,,,,,,1.0295,,,,1.0295
rhubarb,Fresh Rhubarb,lb,,,,,,,,,,,,,,,,,,,,,3.99,,,,3.99,,,,,,,,,,
red-lentils,Red Lentils,oz,,,,,,,,,,,,,,,,,,,,,0.1556,,,,0.1556,,,,,,0.1362,,,,0.1362
pie-pumpkins,Pie Pumpkins,each,,,,,,,,,,,,,,,,,,,,,2.49,,,,2.49,,,,,,,,,,
pecorino-romano,Pecorino Romano Cheese,oz,,,,,,,,,,,,,,,,,,,,,1.498,,,,1.498,,,,,,,,,,
pita-bread,Pita Bread,each,0.4983,,,,0.4983,,,,,,0.9975,,,,0.9975,,,,,,0.4983,,,,0.4983,,,,,,0.87,,,,0.87
pigeon-peas,Pigeon Peas / Gandules (canned),oz,,,,,,,,,,,,,,,,,,,,,0.1593,,,,0.1593,,,,,,,,,,
lamb-shoulder,Lamb shoulder,lb,,,,,,,,,,,,,,,,,,,,,14.49,,,,14.49,,,,,,,,,,
ground-sumac,Sumac (ground),oz,,,,,,,,,,,,,,,,,,,,,6.395,,,,6.395,,,,,,,,,,
ground-fennel,Fennel Seed / Ground Fennel,oz,,,,,,,,,,,0.6232,,,,0.6232,3.5176,,,,3.5176,2.6959,,,,2.6959,,,,,,2.725,,,,2.725
hoisin-sauce,Hoisin Sauce,floz,,,,,,,,,,,0.3495,,,,0.3495,0.3929,,,,0.3929,0.2995,0.2895,2026-08-17,2026-10-11,0.2895,,,,,,0.248,,,,0.248
keto-hamburger-buns,Keto Hamburger Buns,each,,,,,,,,,,,,,,,,,,,,,1.1238,,,,1.1238,,,,,,0.5975,,,,0.5975
grapefruit,Grapefruit,each,,,,,,,,,,,1.99,,,,1.99,,,,,,1.5,,,,1.5,,,,,,1.36,,,,1.36
gochujang,Gochujang (Korean Chili Paste),oz,,,,,,,,,,,,,,,,,,,,,0.4248,,,,0.4248,,,,,,0.2904,,,,0.2904
ground-cloves,Cloves (ground),oz,2.495,,,,2.495,,,,,,1.495,,,,1.495,7.7667,,,,7.7667,2.6412,,,,2.6412,,,,,,1.09,,,,1.09
ground-allspice,Allspice (ground),oz,,,,,,,,,,,3.3167,,,,3.3167,1.245,,,,1.245,2.089,,,,2.089,,,,,,4.0778,,,,4.0778
honeydew,Honeydew Melon,each,5.99,,,,5.99,,,,,,6.49,,,,6.49,,,,,,4.99,,,,4.99,,,,,,4.46,,,,4.46
kalamata-olives,Kalamata Olives,oz,,,,,,,,,,,0.8817,,,,0.8817,,,,,,0.4271,,,,0.4271,,,,,,0.5232,,,,0.5232
jicama,Jicama,lb,,,,,,,,,,,,,,,,,,,,,1.69,,,,1.69,,,,,,1.9702,,,,1.9702
kosher-salt,Kosher Salt,oz,,,,,,,,,,,0.1123,,,,0.1123,,,,,,0.0727,,,,0.0727,,,,,,0.0629,,,,0.0629
kale,Kale,each,1.99,,,,1.99,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,1.62,,,,1.62
veggie-sausages,Veggie Sausages,oz,,,,,,,,,,,,,,,,,,,,,0.5633,0.5006,2026-09-09,2026-11-03,0.5006,,,,,,0.5419,0.495,2026-08-31,2026-09-30,0.495
horseradish-sauce,Horseradish Sauce (creamy),oz,,,,,,,,,,,0.3773,,,,0.3773,,,,,,0.2339,,,,0.2339,,,,,,0.16,,,,0.16
japanese-curry-roux,Japanese Curry Roux,oz,,,,,,,,,,,,,,,,,,,,,1.2469,1.1531,2026-08-24,2026-10-18,1.1531,,,,,,0.9281,,,,0.9281
insect-spray,Insect / Bug Spray (home),oz,0.3994,,,,0.3994,,,,,,,,,,,,,,,,0.2654,,,,0.2654,,,,,,0.2486,,,,0.2486
rice-arborio,Arborio Risotto Rice,oz,,,,,,,,,,,,,,,,,,,,,0.1869,,,,0.1869,,,,,,0.2384,,,,0.2384
frozen-lima-beans,Frozen Lima Beans,oz,,,,,,,,,,,,,,,,0.1681,0.1238,2026-09-17,2026-10-17,0.1238,,,,,,,,,,,0.1238,,,,0.1238
fresh-parsley,Fresh Parsley (bunch),each,,,,,,,,,,,,,,,,1.49,,,,1.49,,,,,,,,,,,1.77,,,,1.77
wild-rice,Wild Rice,oz,0.6869,,,,0.6869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
five-spice-powder,Chinese Five Spice,oz,5.7086,,,,5.7086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caraway-seeds,Caraway Seeds,oz,,,,,,,,,,,5.1,,,,5.1,,,,,,,,,,,,,,,,2.4222,,,,2.4222
peanut-oil,Peanut oil,floz,,,,,,,,,,,0.1523,,,,0.1523,,,,,,,,,,,,,,,,0.1345,,,,0.1345
dried-ancho-chiles,Dried Ancho Chiles,oz,,,,,,,,,,,0.5619,,,,0.5619,,,,,,,,,,,,,,,,,,,,
leeks,Leeks,each,,,,,,,,,,,3.99,,,,3.99,,,,,,,,,,,,,,,,,,,,
fresh-stir-fry-blend,Stir-Fry Vegetable Blend (fresh),oz,0.2492,,,,0.2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
habanero-peppers,Habanero Peppers,lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84,,,,13.84
lasagna-noodles,Lasagna Noodles,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1175,,,,0.1175
achiote-paste,Achiote Paste,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6629,,,,0.6629
shawarma-spice-blend,Shawarma Spice Blend,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1314,,,,1.1314
cardamom,Cardamom,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3543,,,,5.3543
crushed-thai-chili,Crushed Thai Chili,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5036,,,,2.5036
fresh-sweet-italian-turkey-sausage,Fresh Sweet Italian Turkey Sausage,oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3
whole-wheat-flour,Whole Wheat Flour,lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.124,,,,1.124
kiwi,Kiwi Fruit,each,0.99,,,,0.99,,,,,,1.25,,,,1.25,,,,,,,,,,,,,,,,,,,,
salt-pork,Salt Pork,lb,,,,,,,,,,,,,,,,,,,,,5.9867,,,,5.9867,,,,,,,,,,
rye-bread,Rye Bread (loaf),oz,,,,,,,,,,,0.2772,,,,0.2772,,,,,,0.1454,0.1246,2026-09-09,2026-11-03,0.1246,,,,,,0.1142,,,,0.1142
sweet-soy-sauce,Sweet Soy Sauce (Kecap Manis),floz,,,,,,,,,,,,,,,,,,,,,0.399,,,,0.399,,,,,,,,,,
snow-peas,Snow Peas / Pea Pods (fresh),oz,,,,,,,,,,,,,,,,,,,,,0.3738,,,,0.3738,,,,,,,,,,
rice-vinegar,Rice Vinegar,floz,,,,,,,,,,,0.4492,,,,0.4492,,,,,,0.2908,0.2492,2026-09-02,2026-09-29,0.2492,,,,,,0.2433,,,,0.2433
rice-noodles,Rice Noodles,oz,,,,,,,,,,,0.869,,,,0.869,,,,,,0.235,0.3689,2026-08-24,2026-10-18,0.235,,,,,,0.34,,,,0.34
rutabagas,Rutabagas,lb,,,,,,,,,,,2.19,,,,2.19,,,,,,1.99,,,,1.99,,,,,,,,,,
rotisserie-chicken,Rotisserie Chicken,each,8.99,,,,8.99,,,,,,7.99,,,,7.99,,,,,,8.99,,,,8.99,,,,,,3.97,,,,3.97
tahini,Tahini (Sesame Paste),oz,,,,,,,,,,,,,,,,0.5619,,,,0.5619,0.4556,0.4396,2026-08-12,2026-09-29,0.4396,,,,,,0.4044,,,,0.4044
beef-short-ribs,Beef Short Ribs,lb,,,,,,,,,,,,,,,,,,,,,11.99,,,,11.99,,,,,,,,,,
whole-cloves,Whole cloves,oz,,,,,,,,,,,2.99,,,,2.99,,,,,,4.392,,,,4.392,,,,,,2.4923,,,,2.4923
frozen-brussels-sprouts,Frozen Brussels Sprouts,oz,,,,,,,,,,,0.2398,,,,0.2398,,,,,,,,,,,,,,,,0.143,,,,0.143
15-bean-soup-mix,15 Bean Soup Mix,oz,,,,,,,,,,,0.1995,,,,0.1995,,,,,,,,,,,,,,,,0.1435,,,,0.1435
turnip-greens,Turnip Greens (bunch),each,,,,,,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,,
toasted-sesame-seeds,Sesame Seeds,oz,4.3435,,,,4.3435,,,,,,2.69,,,,2.69,,,,,,1.5354,1.4431,2026-08-24,2026-10-18,1.4431,,,,,,0.7789,,,,0.7789
white-miso-paste,White Miso Paste,oz,,,,,,,,,,,,,,,,,,,,,0.5525,,,,0.5525,,,,,,,,,,
turnips,Turnips,lb,,,,,,,,,,,3.49,,,,3.49,,,,,,2.99,,,,2.99,,,,,,2.66,,,,2.66
glass-cleaner,Glass Cleaner,floz,,,,,,,,,,,0.0812,,,,0.0812,0.1244,0.0919,2026-09-21,2026-09-26,0.0919,0.115,,,,0.115,,,,,,0.0713,,,,0.0713
grits,Grits (quick),oz,,,,,,,,,,,0.1871,,,,0.1871,0.1246,,,,0.1246,0.1662,,,,0.1662,,,,,,0.135,,,,0.135
limes,Limes,each,0.99,,,,0.99,,,,,,0.89,,,,0.89,0.99,,,,0.99,0.69,,,,0.69,,,,,,0.25,,,,0.25
chipotle-adobo,Chipotle Peppers in Adobo,oz,,,,,,,,,,,0.3053,,,,0.3053,,,,,,0.2129,,,,0.2129,,,,,,0.24,,,,0.24
saffron,Saffron,oz,,,,,,,,,,,,,,,,,,,,,966.3333,,,,966.3333,,,,,,,,,,
charcoal,Charcoal Briquets,lb,0.7779,,,,0.7779,,,,,,0.8744,,,,0.8744,0.713,0.5182,2026-09-23,2026-09-26,0.5182,0.5838,0.6244,2026-09-23,2026-09-29,0.5838,,,,,,0.4925,,,,0.4925
canned-potatoes,Canned Potatoes,oz,,,,,,,,,,,,,,,,,,,,,0.0727,,,,0.0727,,,,,,0.1152,,,,0.1152
ground-coriander,Coriander (ground),oz,,,,,,,,,,,3.9941,,,,3.9941,2.6157,,,,2.6157,1.69,,,,1.69,,,,,,2.9067,,,,2.9067
chili-garlic-sauce,Chili Garlic Sauce,oz,,,,,,,,,,,0.7488,,,,0.7488,,,,,,0.3113,,,,0.3113,,,,,,0.5337,,,,0.5337
daiya-mozzarella-style-shreds,Daiya Mozzarella Style Shreds,oz,,,,,,,,,,,,,,,,,,,,,0.6324,,,,0.6324,,,,,,,,,,
creme-fraiche,Creme Fraiche,oz,,,,,,,,,,,,,,,,,,,,,0.8738,,,,0.8738,,,,,,,,,,
creamy-cilantro-lime-dressing,Creamy Cilantro Lime Dressing,floz,,,,,,,,,,,,,,,,0.4158,,,,0.4158,0.3742,0.3575,2026-08-10,2026-10-04,0.3575,,,,,,0.3333,,,,0.3333
couscous,Couscous,oz,,,,,,,,,,,,,,,,0.2912,,,,0.2912,0.3392,0.3015,2026-08-24,2026-10-18,0.3015,,,,,,0.2058,,,,0.2058
cornmeal,Cornmeal,oz,,,,,,,,,,,,,,,,0.1454,0.1246,2026-09-21,2026-09-26,0.1246,0.0954,,,,0.0954,,,,,,0.0546,,,,0.0546
plain-soy-tempeh,Plain Soy Tempeh,oz,,,,,,,,,,,,,,,,,,,,,0.5362,,,,0.5362,,,,,,,,,,
diced-ham,Diced / Cubed Ham,oz,,,,,,,,,,,0.3931,,,,0.3931,0.3744,,,,0.3744,0.3738,0.375,2026-09-16,2026-10-13,0.3738,,,,,,0.31,,,,0.31
chili-crisp,Chili Crisp / Chili Oil,oz,,,,,,,,,,,1.2488,,,,1.2488,,,,,,0.9446,3.9971,2026-09-16,2026-10-13,0.9446,,,,,,0.6707,,,,0.6707
cumin-seeds,Cumin seeds,oz,,,,,,,,,,,,,,,,,,,,,1.1633,,,,1.1633,,,,,,,,,,
poblano-peppers,Poblano Peppers (fresh),lb,,,,,,,,,,,,,,,,2.99,,,,2.99,3.49,,,,3.49,,,,,,3.26,,,,3.26
tea-bags,Tea Bags,each,,,,,,0.0621,,,,0.0621,0.0699,,,,0.0699,,,,,,0.0239,0.0718,2026-08-17,2026-10-11,0.0239,,,,,,0.0204,,,,0.0204
red-wine-vinegar,Red Wine Vinegar,floz,0.4825,,,,0.4825,0.1769,,,,0.1769,0.1556,,,,0.1556,0.2355,,,,0.2355,0.1869,0.2244,2026-07-20,2026-10-11,0.1869,,,,,,0.18,,,,0.18
balsamic-vinegar,Balsamic Vinegar,floz,,,,,,0.1769,,,,0.1769,0.3914,,,,0.3914,0.2355,0.1704,2026-09-20,2026-09-26,0.1704,0.2806,0.2494,2026-08-03,2026-10-25,0.2494,,,,,,0.2425,,,,0.2425
bread-crumbs,Bread Crumbs / Panko,oz,0.2978,,,,0.2978,0.1233,,,,0.1233,0.126,,,,0.126,0.166,,,,0.166,0.1193,,,,0.1193,,,,,,0.0847,,,,0.0847
sazon-seasoning,Sazon Seasoning,oz,,,,,,0.5633,,,,0.5633,,,,,,,,,,,1.1986,,,,1.1986,,,,,,0.7289,,,,0.7289
poultry-seasoning,Poultry Seasoning,oz,4.7571,,,,4.7571,1.3,,,,1.3,2.2029,,,,2.2029,,,,,,3.1038,,,,3.1038,,,,,,0.6753,,,,0.6753
stain-remover,Laundry Stain Remover,floz,0.1059,,,,0.1059,0.1541,,,,0.1541,0.1432,,,,0.1432,,,,,,0.1065,0.1586,2026-08-19,2026-11-15,0.1065,,,,,,0.0997,,,,0.0997
hulled-pumpkin-seeds,Hulled Pumpkin Seeds,oz,,,,,,0.3983,,,,0.3983,0.5619,,,,0.5619,,,,,,0.4821,,,,0.4821,,,,,,0.4925,,,,0.4925
bottled-marinade,Meat Marinade (bottled),floz,,,,,,0.4362,,,,0.4362,0.2278,,,,0.2278,,,,,,0.1992,0.1667,2026-09-09,2026-11-03,0.1667,,,,,,0.2106,,,,0.2106
fresh-cranberries,Fresh Cranberries,oz,,,,,,,,,,,,,,,,,,,,,0.2591,0.3317,2026-09-21,2026-11-22,0.2591,,,,,,,,,,
dried-cranberries,Dried Cranberries,oz,,,,,,,,,,,0.4162,,,,0.4162,0.3121,,,,0.3121,0.2992,,,,0.2992,,,,,,0.2483,,,,0.2483
serrano-peppers,Serrano Peppers,lb,,,,,,,,,,,4.49,,,,4.49,,,,,,4.99,,,,4.99,,,,,,6.4,,,,6.4
anaheim-peppers,Anaheim Peppers,lb,,,,,,,,,,,4.99,,,,4.99,,,,,,1.49,,,,1.49,,,,,,2.94,,,,2.94
corned-beef-hash,Corned Beef Hash (canned),oz,,,,,,0.2064,,,,0.2064,0.2193,,,,0.2193,0.3207,0.285,2026-09-20,2026-09-26,0.285,0.3207,,,,0.3207,,,,,,0.2121,,,,0.2121
apple-cider-vinegar,Apple Cider Vinegar,floz,,,,,,0.1403,,,,0.1403,0.0889,,,,0.0889,0.0546,,,,0.0546,0.0546,0.1247,2026-09-16,2026-11-10,0.0546,,,,,,0.0738,,,,0.0738
dried-dill,Dill Weed (dried),oz,,,,,,,,,,,3.78,,,,3.78,6.0172,,,,6.0172,5.9189,,,,5.9189,,,,,,2.96,,,,2.96
dried-arbol-chiles,Dried Arbol Chiles,oz,,,,,,,,,,,0.83,,,,0.83,,,,,,2.145,,,,2.145,,,,,,,,,,
acorn-squash,Acorn Squash,lb,,,,,,,,,,,1.99,,,,1.99,,,,,,1.49,,,,1.49,,,,,,1.5398,,,,1.5398
dry-green-lentils,Dry Green Lentils,oz,,,,,,,,,,,,,,,,,,,,,0.1869,,,,0.1869,,,,,,,,,,
fresh-oregano,Fresh Oregano,oz,,,,,,,,,,,,,,,,,,,,,4.98,,,,4.98,,,,,,,,,,
enchilada-sauce,Enchilada Sauce,oz,0.1139,,,,0.1139,,,,,,0.159,,,,0.159,,,,,,0.0925,,,,0.0925,,,,,,0.1061,,,,0.1061
eggplant,Eggplant (each),each,,,,,,,,,,,2.49,,,,2.49,,,,,,1.69,,,,1.69,,,,,,,,,,
coconut-aminos,Coconut Aminos,floz,,,,,,,,,,,,,,,,,,,,,0.599,,,,0.599,,,,,,0.628,,,,0.628
tartar-sauce,Tartar Sauce,floz,0.2483,,,,0.2483,,,,,,0.2325,,,,0.2325,,,,,,0.2078,,,,0.2078,,,,,,0.14,,,,0.14
corn-dogs,Corn Dogs (frozen),each,0.8067,,,,0.8067,,,,,,0.6244,,,,0.6244,,,,,,0.4994,,,,0.4994,,,,,,0.4356,,,,0.4356
collard-greens,Collard Greens (bunch),each,,,,,,,,,,,,,,,,,,,,,1.99,,,,1.99,,,,,,,,,,
fish-sauce,Fish Sauce,floz,,,,,,,,,,,0.9271,,,,0.9271,0.4986,,,,0.4986,0.8861,0.8565,2026-08-17,2026-10-11,0.8565,,,,,,0.713,,,,0.713
green-onions,Green Onions (bunch),each,,,,,,,,,,,1.29,,,,1.29,0.99,,,,0.99,1.19,,,,1.19,,,,,,1.17,,,,1.17
shallots,Shallots,lb,,,,,,,,,,,5.99,,,,5.99,,,,,,3.99,,,,3.99,,,,,,2.88,,,,2.88
gingersnaps,Gingersnap Cookies,oz,,,,,,,,,,,0.2211,,,,0.2211,0.6738,,,,0.6738,0.2492,0.549,2026-08-03,2026-09-27,0.2492,,,,,,0.4038,,,,0.4038
garlic-infused-olive-oil,Garlic-Infused Olive Oil,floz,,,,,,,,,,,,,,,,,,,,,1.0994,,,,1.0994,,,,,,,,,,
frozen-mixed-peppers,Frozen Sliced Mixed Peppers,oz,,,,,,,,,,,,,,,,0.2076,0.1382,2026-09-17,2026-10-17,0.1382,0.131,,,,0.131,,,,,,0.142,,,,0.142
frozen-cauliflower-florets,Frozen Cauliflower Florets,oz,,,,,,,,,,,0.2492,,,,0.2492,,,,,,0.212,,,,0.212,,,,,,0.1017,,,,0.1017
garam-masala,Garam Masala,oz,,,,,,,,,,,3.6611,,,,3.6611,,,,,,2.6862,,,,2.6862,,,,,,,,,,
furniture-polish,Furniture Polish / Dusting Spray,oz,0.7206,,,,0.7206,,,,,,0.7206,,,,0.7206,0.2792,,,,0.2792,0.5832,,,,0.5832,,,,,,0.3738,,,,0.3738
cocktail-sauce,Cocktail Sauce,oz,0.2075,,,,0.2075,,,,,,0.2325,,,,0.2325,,,,,,0.1658,0.5408,2026-09-16,2026-10-13,0.1658,,,,,,0.2267,,,,0.2267
canned-asparagus,Canned Asparagus,oz,,,,,,,,,,,0.2062,,,,0.2062,,,,,,0.1786,,,,0.1786,,,,,,0.1766,,,,0.1766
arugula,Arugula,oz,,,,,,,,,,,,,,,,,,,,,0.698,,,,0.698,,,,,,0.628,,,,0.628
plantains,Plantains,each,,,,,,,,,,,,,,,,,,,,,0.75,,,,0.75,,,,,,,,,,
nutritional-yeast,Nutritional Yeast,oz,,,,,,,,,,,,,,,,,,,,,1.4422,1.6644,2026-08-03,2026-10-04,1.4422,,,,,,1.034,,,,1.034
parchment-paper,Parchment Paper,each,,,,,,,,,,,3.29,,,,3.29,,,,,,3.99,,,,3.99,,,,,,2.96,,,,2.96
adobo-seasoning,Adobo seasoning,oz,,,,,,,,,,,0.3129,,,,0.3129,,,,,,0.3113,,,,0.3113,,,,,,,,,,
artichokes,"Artichokes (fresh, whole)",each,,,,,,,,,,,,,,,,,,,,,3.49,,,,3.49,,,,,,,,,,
apricots,Apricots,lb,,,,,,,,,,,,,,,,,,,,,10.495,,,,10.495,,,,,,4.34,,,,4.34
beets,Beets (fresh),lb,,,,,,,,,,,5.32,,,,5.32,,,,,,2.49,,,,2.49,,,,,,3.12,,,,3.12
buttermilk,Buttermilk,floz,0.0934,,,,0.0934,,,,,,0.0872,,,,0.0872,,,,,,0.078,,,,0.078,,,,,,0.054,,,,0.054
bulgur-wheat,Bulgur Wheat (dry),oz,,,,,,,,,,,,,,,,,,,,,0.1996,,,,0.1996,,,,,,0.2017,,,,0.2017
chicken-livers,Chicken Livers,lb,,,,,,,,,,,2.19,,,,2.19,,,,,,1.992,,,,1.992,,,,,,1.51,,,,1.51
southern-mixed-greens,Southern-Style Mixed Greens,oz,,,,,,,,,,,,,,,,,,,,,0.1219,,,,0.1219,,,,,,0.0933,,,,0.0933
bok-choy,Bok Choy,lb,,,,,,,,,,,,,,,,,,,,,2.49,,,,2.49,,,,,,,,,,
blue-cheese-dressing,Blue Cheese Dressing,floz,0.1612,,,,0.1612,,,,,,0.1869,,,,0.1869,0.2175,0.1962,2026-09-20,2026-09-26,0.1962,0.1744,0.1244,2026-09-16,2026-10-06,0.1244,,,,,,0.1654,,,,0.1654
brown-rice,Brown Rice,lb,1.745,,,,1.745,,,,,,1.19,,,,1.19,,,,,,0.895,,,,0.895,,,,,,0.88,,,,0.88
broccolini,Broccolini / Baby Broccoli,each,,,,,,,,,,,,,,,,,,,,,3.99,,,,3.99,,,,,,,,,,
aluminum-foil,Aluminum Foil,sq_ft,0.0648,0.0599,2026-09-21,2026-09-27,0.0599,,,,,,0.065,,,,0.065,0.133,,,,0.133,0.1398,,,,0.1398,,,,,,,,,,
paper-plates,Paper Plates,each,0.0348,0.0329,2026-09-21,2026-09-27,0.0329,0.0484,0.0484,2026-09-23,2026-09-29,0.0484,0.0679,,,,0.0679,0.0533,0.0429,2026-09-21,2026-09-26,0.0429,0.0483,0.1737,2026-08-10,2026-11-08,0.0483,0.0358,,,,0.0358,0.0417,,,,0.0417
laundry-detergent,"Laundry Detergent (liquid, any brand)",floz,0.0882,0.0595,2026-09-21,2026-09-27,0.0595,0.0549,,,,0.0549,0.1014,,,,0.1014,,0.0694,2026-09-21,2026-09-26,0.0694,0.0804,,,,0.0804,0.078,,,,0.078,0.0815,,,,0.0815
trash-bags,Trash Bags (13 gal),each,,0.2322,2026-09-21,2026-09-27,0.2322,0.1082,,,,0.1082,,0.2124,2026-09-20,2026-09-26,0.2124,0.1763,0.1543,2026-09-21,2026-09-26,0.1543,0.1624,0.209,2026-09-23,2026-10-06,0.1624,0.3498,,,,0.3498,0.1006,,,,0.1006
pesto,Pesto (jarred),oz,0.7152,0.8674,2026-09-21,2026-09-27,0.7152,0.4988,,,,0.4988,0.9388,,,,0.9388,,,,,,,,,,,0.39,,,,0.39,0.4373,,,,0.4373
sugar,Granulated Sugar,lb,0.7725,2.3267,2026-09-21,2026-09-27,0.7725,0.6975,,,,0.6975,0.8975,,,,0.8975,,,,,,0.6596,,,,0.6596,0.5992,,,,0.5992,0.7296,,,,0.7296
paper-napkins,Paper Napkins,each,0.0164,0.012,2026-09-21,2026-09-27,0.012,0.009,,,,0.009,0.0214,,,,0.0214,0.0174,0.015,2026-09-21,2026-09-26,0.015,0.0092,0.0175,2026-07-27,2026-10-18,0.0092,0.0059,,,,0.0059,0.007,,,,0.007
bagels,Bagels,each,,1.6225,2026-09-21,2026-09-27,1.6225,0.3317,,,,0.3317,0.5983,,,,0.5983,0.665,,,,0.665,0.415,0.3317,2026-09-09,2026-11-03,0.3317,0.5817,,,,0.5817,0.3567,,,,0.3567
sponges,Dish Sponges,each,1.33,0.83,2026-09-21,2026-09-27,0.83,0.53,,,,0.53,,,,,,,,,,,,,,,,0.6433,,,,0.6433,0.485,,,,0.485
avocados,Avocados,each,,,,,,0.4817,0.59,2026-09-23,2026-09-29,0.4817,1.49,1,2026-09-20,2026-09-26,1,1.5,0.99,,,0.99,0.88,,,,0.88,0.992,,,,0.992,0.58,,,,0.58
almond-milk,Almond Milk,floz,0.0467,,,,0.0467,0.0358,0.0358,2026-09-23,2026-09-29,0.0358,0.131,,,,0.131,0.0572,0.0508,2026-09-23,2026-09-26,0.0508,0.042,,,,0.042,,,,,,0.04,,,,0.04
asparagus,Asparagus,lb,5.99,,,,5.99,2.95,4.11,2026-09-23,2026-09-29,2.95,6.99,,,,6.99,,,,,,4,,,,4,5.065,,,,5.065,6.352,,,,6.352
zucchini,Zucchini / Yellow Squash,lb,1.99,,,,1.99,1.19,2.39,2026-09-23,2026-09-29,1.19,1.99,,,,1.99,1.99,,,,1.99,1.79,,,,1.79,,,,,,1.52,,,,1.52
cat-litter,Cat Litter,lb,0.3596,0.3845,2026-09-21,2026-09-27,0.3596,0.4421,,,,0.4421,0.4345,,,,0.4345,0.3495,0.3345,2026-09-20,2026-09-26,0.3345,0.2995,,,,0.2995,0.459,,,,0.459,0.268,,,,0.268
