"ticket","found_product","found_price","found_pack","availability","reachable","note"
"64AD477598","Woeber's Sandwich Pal Horseradish Sauce 16 oz","0.2494","$3.99 / 16 oz","sold","yes","REGULAR price (3.99 = basePrice, onSale false). Creamy/sandwich-style horseradish sauce. Runner-up Kraft Horseradish Sauce 12 fl oz $3.49 = 0.2908/oz (regular). WATCH OUT: Beaver Brand Deli Horseradish Sauce 12 oz shows $3.41 on the card (0.2842/oz) which would beat Woeber's, but that is a SALE - its basePrice is $5.99 = 0.4992/oz regular. Excluded plain prepared/grated horseradish (Silver Spring 8 oz $3.99, Hanfelder's 8 oz $3.99) and horseradish MUSTARD (Hy-Vee Deli Style Mustard with Horseradish 12 oz $2.49 = 0.2075/oz would have won on price but is a mustard, not a creamy horseradish sauce). https://www.hy-vee.com/aisles-online/p/23595"
"C75E652E97","Hy-Vee Fish Market Raw Shrimp 51-60 Count, Raw Shell-On, 16 oz","9.9900","$9.99 / 1 lb","sold","yes","REGULAR price (9.99 = basePrice, onSale false, department Frozen/Frozen Meat & Seafood/Frozen Seafood & Fish). Three-way tie at $9.99/lb regular: this one (28267), Fish Market Raw Shrimp 26-30 Count 16 oz (61423), and Paul Piazza Wild Caught Gulf Shrimp Peeled & Deveined 40-50 Count 16 oz (809910) - the Paul Piazza is peeled/deveined at the same price, so it is the better buy at an identical per-lb number. WATCH OUT: Hy-Vee Fish Market Raw Shrimp 41/50 Count 12 oz shows $5.99 (= $7.99/lb) but that is a SALE; its regular basePrice is $7.99/12 oz = $10.65/lb. E-Z Peel White 8-12 Ct 16 oz also shows a $9.99 sale against a $12.99 regular. Excluded cooked, breaded and platter shrimp. https://www.hy-vee.com/aisles-online/p/28267"
"E9DD97B6F3","Chef Boyardee Beef Ravioli 15 oz., 12 pk.","0.0708","$12.74 / (12 x 15 oz = 180 oz)","sold","yes","Club/pickup price $12.74 confirmed on PDP (pickup available, Omaha Sam's Club 68137). No instant savings. Only other canned pasta in club: Chef Boyardee Spaghetti & Meatballs 14.5 oz 8 pk $8.98/116 oz = $0.0774/oz. SpaghettiOs not carried. https://www.samsclub.com/ip/6414486882"
"66C7E06E7E","Shout Advanced Action Gel Laundry Stain Remover, 22 oz. Trigger & 60 oz. refill","0.1401","$11.49 / (22 + 60 = 82 fl oz)","sold","yes","Club price, pickup available, no promo. Cheaper on paper is Clorox 2 For Colors Stain Remover 112.75 fl oz $13.18 = $0.1169/floz BUT that item is SHIPPING-ONLY at Omaha (pickup Not available), so it is not an in-club price. OxiClean Odor Blasters is a powder ($1.63/lb) and has no floz basis. https://www.samsclub.com/ip/18338800077"
"9E46708FB8","Alani Nu Energy Drink Variety Pack, 12 fl. oz., 18 pk.","0.0768","$16.58 / (18 x 12 fl oz = 216 fl oz)","sold","yes","CLUB price with INSTANT SAVINGS: now $16.58, was $22.58, $6 off, limit 10, ends Aug 16. At the regular $22.58 the per-floz is 0.1045 and V8 Energy Zero Sugar 8 fl oz 24 pk $14.98/192 floz = $0.0780 would be the cheaper in-club option (V8 pickup shows out of stock). NOS 16 oz 24 pk $34.98/384 = $0.0911, pickup available. https://www.samsclub.com/ip/19707820853"
"5DEBBD3B58","Natural Delights Organic Whole Medjool Dates, 2 lbs.","0.3109","$9.95 / (2 lbs = 32 oz)","sold","yes","Club price, pickup available, shipping not offered. Only medjool date SKU in the Omaha catalog; no conventional (non-organic) version carried. Sam's own unit price reads $4.97/lb. https://www.samsclub.com/ip/13622255422"
"A9682C4790","Campbell's Cream of Mushroom Soup 10.5 oz., 8 pk.","0.1069","$8.98 / (8 x 10.5 oz = 84 oz)","sold","yes","Club price, pickup available, no promo. Only cream-of-mushroom SKU carried; Campbell's Cream of Chicken 8 pk is the same $8.98. No Member's Mark equivalent. https://www.samsclub.com/ip/13614204557"
"30E86A5915","Jack Link's Original Beef Jerky, 16 oz.","1.0550","$16.88 / 16 oz","sold","yes","CLUB price with INSTANT SAVINGS: now $16.88, was $18.88, $2 off, limit 5, ends Sep 06. At regular $18.88 = $1.1800/oz, still the cheapest IN-CLUB jerky (Jack Link's Teriyaki 16 oz same price; Member's Mark Organic 12 oz $14.98 = $1.2483/oz). Old Trapper 18 oz $19.98 = $1.1100/oz is cheaper but is SHIPPING-ONLY at Omaha. Beef/meat STICKS run cheaper ($0.81-0.92/oz) but are a different product class. https://www.samsclub.com/ip/1708287772"
"3E173A4DC1","Country Pasta Homemade Style Egg Pasta 56 oz.","0.1425","$7.98 / 56 oz","sold","no","SHIPPING-ONLY at Omaha 68137 (rendered PDP: Pickup Not available, Delivery Not available), so no in-club shelf price is obtainable. Displayed price $7.98; the SSR channel JSON also carries a PICKUP price of $7.28 (= $0.1300/oz) for an unavailable pickup channel, so treat that as unverified. This is the ONLY egg-noodle product in the Omaha catalog across searches for egg noodles / noodles / egg pasta. https://www.samsclub.com/ip/13902860744"
"06529930E3","Member's Mark No Rinse Floor Cleaner, 1 gal.","0.0545","$6.98 / (1 gal = 128 fl oz)","sold","yes","Club price, pickup available, shipping not offered, no promo. Sam's own unit price reads $0.05/foz which reconciles to 128 floz. Next cheapest floor-usable liquid is Pine-Sol Multi-Surface 2 ct 120 fl oz $12.98 = $0.1082/floz, but that is a multi-surface cleaner not a floor cleaner. https://www.samsclub.com/ip/13605802628"
"3ADE5B1DEF","Member's Mark Thyme Leaves, 8.25 oz.","0.8776","$7.24 / 8.25 oz","sold","yes","Club price, pickup available, no promo. Only dried thyme SKU in the Omaha catalog. https://www.samsclub.com/ip/13908405858"
"D0DB21A43D","Member's Mark Hand Sanitizer, 67.6 fl. oz.","0.0877","$5.93 / 67.6 fl oz","sold","yes","CLUB price with INSTANT SAVINGS: now $5.93, was $7.93, $2 off, limit 3, ends Aug 16. At regular $7.93 = $0.1173/floz, still cheapest (Purell Advanced Gel 33.8 fl oz $7.48 = $0.2213/floz). https://www.samsclub.com/ip/13953261756"
"65A12F5228","Member's Mark White Sesame Seed, 20.5 oz.","0.4380","$8.98 / 20.5 oz","sold","no","SHIPPING-ONLY at Omaha 68137 (Pickup Not available), so no in-club shelf price. Member's Mark BLACK Sesame Seed 22 oz $8.98 = $0.4082/oz is marginally cheaper and is also shipping-only; I report the plain white seed as the base commodity. No other sesame seed SKU found. https://www.samsclub.com/ip/17777018655"
"E498D57D33","Yellow Potatoes, 8 lbs.","0.9550","$7.64 / 8 lbs","sold","yes","Club price, pickup available, shipping not offered, no promo. Sam's unit price reads $0.95/lb. Sold as generic Yellow Potatoes (no Yukon Gold branding in the Omaha catalog). Red 8 lbs $6.92 = $0.865/lb and Russet 10 lbs $4.56 = $0.456/lb are different commodities. https://www.samsclub.com/ip/13627465967"
"42EF303012","Libby's 100% Pure Pumpkin, 29 oz., 3 pk.","0.0871","$7.58 / (3 x 29 oz = 87 oz)","sold","yes","Club price $7.58, no promo, but PICKUP shows OUT OF STOCK at Omaha today (shipping available at the same $7.58). Price is the club price; stock is the caveat. Only 100% puree SKU carried. https://www.samsclub.com/ip/13662564396"
"0552EF9B43","Member's Mark Organic Mango Chunks, Frozen, 4 lbs.","0.1306","$8.36 / (4 lbs = 64 oz)","sold","yes","Club price $8.36 ($2.09/lb), no promo, shipping not offered, PICKUP shows OUT OF STOCK today. CLOSE CALL: this is the ONLY frozen fruit product in the Omaha online catalog. Searched frozen fruit / frozen berries / frozen mixed berries / frozen berry blend / triple berry blend / frozen strawberries / wild blueberries frozen - every berry hit was FRESH produce (Blueberries 18 oz $7.23, Raspberries 12 oz $2.97, Organic Strawberries 2 lbs $5.76). If the board's commodity means frozen BERRIES specifically, Sam's Omaha appears not to carry one online. https://www.samsclub.com/ip/19335956734"
"140414F657","Rising Star Baking Supply Pure Vanilla Extract, 8 fl. oz.","1.1225","$8.98 / 8 fl oz","sold","yes","Club price, pickup available, no promo. CLOSE CALL: McCormick IMITATION Vanilla Flavor 32 fl oz $6.22 = $0.1944/floz is far cheaper but is imitation flavor, not extract, so it is excluded. Cheapest true extract; McCormick Pure Vanilla Extract 8 fl oz is $10.48 = $1.3100/floz. https://www.samsclub.com/ip/19278167549"
"0EAB6E7B43","Member's Mark Diced Tomatoes in Tomato Juice, 14.5 oz., 12 pk.","0.0556","$9.68 / (12 x 14.5 oz = 174 oz)","sold","yes","Club price, pickup available, no promo. TRAP AVOIDED: Hunt's Fire Roasted Diced Tomatoes 14.5 oz 8 pk shows a $4.98 PICKUP price in the page's SSR JSON, but the rendered PDP says Pickup Not available and displays $9.88 shipping - that $4.98 is a phantom channel price. Ro-Tel Diced Tomatoes & Green Chilies 10 oz 8 ct $7.98/80 oz = $0.0998/oz. https://www.samsclub.com/ip/19396803121"
"839FBA1AE3","Member's Mark All Purpose Flour, 25 lbs.","0.3392","$8.48 / 25 lbs","sold","yes","Club price, pickup available, no promo. Gold Medal All Purpose 12 lbs $6.72 = $0.5600/lb is the next cheapest. https://www.samsclub.com/ip/13602764464"
"94FEF4AC89","Extra Lean Premium Ham, 1.25 lbs each., 2 pk.","0.2060","$8.24 / (2 x 1.25 lb = 2.5 lb = 40 oz)","sold","yes","Club price, pickup available, shipping not offered, no promo. Verified on the rendered PDP: breadcrumb Grocery/Deli/Lunch Meat, Net Weight 40 oz, $3.30/lb, Omaha Sam's Club. Member's Mark Uncured Black Forest Ham Sliced 22 oz $6.97 = $0.3168/oz is the packaged-deli alternative; deli-counter Black Forest priced per pound is $3.48/lb = $0.2175/oz. https://www.samsclub.com/ip/13727672617"
"67CFC4821A","Tri-Color Coleslaw, 2 lbs.","0.0731","$2.34 / (2 lbs = 32 oz)","sold","yes","Club price, pickup available, shipping not offered, no promo. Sam's unit price reads $1.17/lb. Only coleslaw/shredded-cabbage SKU in the Omaha catalog. https://www.samsclub.com/ip/13608363263"
"00F1235EB8","Olive Garden Signature Italian Dressing, 24 oz., 2 pk.","0.1663","$7.98 / (2 x 24 fl oz = 48 fl oz)","sold","yes","Club price, pickup available, no promo. CLOSE CALL: Member's Mark Food Service Italian Dressing 128 fl oz $9.48 = $0.0741/floz and Wish-Bone Italian 36 oz 2 pk $7.98 = $0.1108/floz are both cheaper but BOTH are SHIPPING-ONLY at Omaha (Pickup Not available), so Olive Garden is the cheapest genuinely in-club Italian dressing. The MM Food Service SSR JSON also shows a $9.24 pickup price on an unavailable channel. https://www.samsclub.com/ip/7020083821"
"A6EA67F60F","Jimmy Dean Sweet Maple Griddle Cake Breakfast Sandwich, Frozen, 12 ct.","1.0517","$12.62 / 12 ct","sold","yes","12 count. CLUB price with INSTANT SAVINGS: now $12.62, was $14.87. Pickup shows OUT OF STOCK today (shipping not offered). At the regular $14.87 = $1.2392/ea, Jimmy Dean Sausage Egg & Cheese Croissant 12 ct $13.98 = $1.1650/ea would be cheaper (that one has no promo, also pickup out of stock). Member's Mark Uncured Ham & Swiss Croissant $12.36 = $1.54/ea. https://www.samsclub.com/ip/13597109671"
"4F85BEBADD","JIFFY Corn Muffin Mix, 40 oz.","0.0705","$2.82 / 40 oz","sold","no","SHIPPING-ONLY at Omaha 68137 (Pickup Not available), so no in-club shelf price is obtainable. Displayed price $2.82 ($0.07/oz). The only other corn muffin mix, Krusteaz Gluten Free Honey Cornbread & Muffin Mix $12.24 ($0.27/oz), is ALSO pickup-not-available, so Sam's Omaha appears to have no in-club corn muffin mix online. https://www.samsclub.com/ip/13875408667"
"232ABE7372","Snack Pack Pudding Variety Pack, 3.25 oz., 36 pk.","0.2411","$8.68 / 36 ct","sold","yes","36 count. CLUB price with INSTANT SAVINGS: now $8.68, was $9.68. Pickup available. At the regular $9.68 the per-each is $0.2689. Only pudding-cup SKU in the Omaha catalog. https://www.samsclub.com/ip/20294160940"
"53168453AB","Member's Mark Salt-Free Curry Powder, 18 oz.","0.4989","$8.98 / 18 oz","sold","yes","Club price, pickup available, no promo. Only curry powder SKU in the Omaha catalog. https://www.samsclub.com/ip/13629410820"
"802ADB55AB","Great Value Chili Powder, 3 oz","0.3600","$1.08 / 3 oz","sold","yes","Store-brand wins. Walmart's own unit price agrees (36.0 c/oz) and name size matches derived size. Next: GV Dark Chili Powder 5.8 oz $4.22 = $0.7280/oz. Excluded chili SEASONING mix (different commodity). https://www.walmart.com/ip/Great-Value-Chili-Powder-3-oz/157643393"
"1583949A8B","Great Value Uncoated Paper Plates, 9 in, 300 Count","0.0376","$11.27 / 300 ct","sold","yes","Basis = per plate. Cheapest single shelf pack; PDP confirms ONLINE_AND_STORE IN_STOCK, $3.76/100ct. EXCLUDED as online-only bundle: (6 pack) GV Economy 6 in Paper Plates 90 count $12.72 = $0.0236/plate - no single-pack listing of that item exists at this store. Also excluded GV Seasonal 10 in 30 Count $3.48: Walmart's unit price implies 100 ct but the NAME says 30 ct (derived-size conflict, name wins = $0.116/plate). https://www.walmart.com/ip/Great-Value-Uncoated-Paper-Plates-9-300ct/11303939"
"8E90E6E2FB","Red Diamond Sweet Tea, Gallon, 128 Fl Oz","0.0253","$3.24 / 128 fl oz","sold","yes","STORE_ONLY IN_STOCK, so it is a shelf item. Beats Great Value Sweet Brewed Iced Tea 128 fl oz at $3.27 = $0.0256/fl oz. AriZona gallon $3.47 = $0.0271. https://www.walmart.com/ip/Red-Diamond-Sweet-Tea-1-gal/10321291"
"239EA18CC7","Freshness Guaranteed Blueberry Muffins, 12 oz, 12 Count","0.3725","$4.47 / 12 ct","sold","yes","Basis = per muffin. STORE_ONLY IN_STOCK (Walmart's in-store bakery brand). These are ~1 oz mini muffins. If the board means a JUMBO bakery muffin the basis differs sharply: Marketside Baked Blueberry Muffins 14 oz 9 Count $4.97 = $0.5522 ea; Marketside Blueberry Streusel 14 oz 4 Pack $4.46 = $1.1150 ea. https://www.walmart.com/ip/Freshness-Guaranteed-Blueberry-Muffin-12x12oz/18382403011"
"FD0327F571","Sun-Maid California Sun-Dried Raisins 32oz Resealable Stand-Up Bag","0.2178","$6.97 / 32 oz","sold","yes","Beats Great Value Raisins 12 oz $2.62 = $0.2183/oz by a hair. NOTE a derived-size conflict on 'Great Value All-Natural California Raisins 24 oz' $4.38: Walmart's unit price 21.9 c/oz backs out to 20 oz, and a sibling listing of the same price is titled '20 oz Canister' - the 24 oz title looks stale, so I did NOT use $4.38/24 = $0.1825/oz. https://www.walmart.com/ip/Sun-Maid-California-Sun-Dried-Raisins-32oz-Resealable-Stand-Up-Bag/121660343"
"4F11034F3E","Mama Lupe's White Corn Tortilla Chips, 10 Oz","0.1430","$1.43 / 10 oz","sold","yes","STORE_ONLY IN_STOCK. Near-tie with Great Value Restaurant Style Tortilla Chips Party Size 17 oz $2.44 = $0.1435/oz. EXCLUDED as online-only bundle: (3 pack) GV Bite Size Tortilla Chips 32 oz $8.01 = $0.0834/oz - no single 32 oz bag is listed at this store and $2.67/32oz contradicts the $2.67/18oz party-size shelf price. https://www.walmart.com/ip/Mama-Lupe-s-White-Corn-Tortilla-Chips-10-Oz/116676576"
"1B72DE95D6","Cloralen Liquid Laundry Stain Remover Detergent, 60.8 fl oz","0.0653","$3.97 / 60.8 fl oz","sold","yes","CLOSE CALL: name carries the word 'Detergent' - it is marketed as a laundry stain remover but may be adjudged a detergent rather than a pre-treat. PDP verified ONLINE_AND_STORE IN_STOCK at $3.97 / 6.5 c per fl oz. If the commodity is strictly a pre-treat spray, the store-brand answer is Great Value Laundry Stain Remover Spray 22 fl oz $2.24 = $0.1018/fl oz (verified in stock); OxiClean Refill 56 fl oz $5.68 = $0.1014/fl oz. https://www.walmart.com/ip/Cloralen-Liquid-Laundry-Stain-Remover-Detergent/21268941"
"6559532C0A","Great Value Garlic Powder, 3.4 oz","0.3176","$1.08 / 3.4 oz","sold","yes","Verified ONLINE_AND_STORE IN_STOCK. Note GV Granulated Garlic 26 oz is much dearer at $15.52 = $0.5970/oz, so bulk does NOT win here. https://www.walmart.com/ip/Great-Value-Garlic-Powder-3-4-oz/676979470"
"EB74511E66","Great Value Sweetened Condensed Milk, 14 oz","0.1764","$2.47 / 14 oz","sold","yes","CLOSE CALL: Great Value FAT FREE Sweetened Condensed Milk 14 oz is cheaper at $2.23 = $0.1593/oz. I chose the full-fat regular as the commodity since fat-free behaves differently in recipes; if the board accepts fat-free, the cheapest is $0.1593. Eagle Brand 14 oz $2.87 = $0.2050/oz. https://www.walmart.com/ip/Great-Value-Sweetened-Condensed-Milk-14-oz/10534165"
"48E8FFAE0E","Maruchan Ramen Noodle Soup, Chicken Flavor Instant Noodles, 3 oz, pack of 12","0.3225","$3.87 / 12 ct","sold","yes","Basis = per 3 oz ramen pack. 12-count sleeve beats the single pack at $0.50 ea. Rate independently confirmed by the 24-ct ($7.74) and 48-ct ($15.48) listings, all $0.3225/pack. No Great Value ramen exists. WARNING for the pipeline: Walmart's unitPrice on the 24/48-ct listings is broken (quotes 0.9 c/oz, ~12x too low). https://www.walmart.com/ip/Maruchan-Ramen-Noodle-Chicken-Flavor-Soup-3-oz-12-Count-Shelf-Stable-Package/10450904"
"FE257B7670","Equate Mouthwash, Fresh Mint, 1.5 L (50.7 fl oz)","0.0704","$3.57 / 50.7 fl oz","sold","yes","Store brand. Verified ONLINE_AND_STORE IN_STOCK. Slightly cheaper if the twinpack counts as a shelf SKU: Equate Antiseptic Mouthwash Blue Mint 1.5 L 2 Count $6.98 = $0.0688/fl oz. The (4 pack) at $14.28 prices to the same $0.0704, corroborating the single-bottle rate. https://www.walmart.com/ip/Equate-Mouthwash-Mint-Fresh-50-7-fl-oz/24288304"
"1FEF6B7407","Country Kitchen Original Pancake Syrup, 36 fl oz Bottle","0.0789","$2.84 / 36 fl oz","sold","yes","Verified ONLINE_AND_STORE IN_STOCK. Beats Great Value Original Syrup 36 fl oz $3.12 = $0.0867/fl oz. This is pancake (table) syrup, NOT pure maple - if the commodity means real maple the cheapest is far higher. https://www.walmart.com/ip/Country-Kitchen-Original-Pancake-Syrup-36-fl-oz-Bottle/20918570"
"47EF9066FE","Great Value Heavy Duty Scrub Sponges, 8 Count","0.4850","$3.88 / 8 ct","sold","yes","Basis = per sponge. Exact tie with Brillo Basics Estracell Heavy Duty Scrub Sponges 2 Count $0.97 = $0.4850 ea. No cheaper plain-cellulose GV sponge exists at this store. https://www.walmart.com/ip/Great-Value-Heavy-Duty-Scrub-Sponges-8-Count/3342234359"
"C96DCCFA61","Great Value Classic Ranch Dressing & Dip, 36 fl oz","0.1103","$3.97 / 36 fl oz","sold","yes","Verified ONLINE_AND_STORE IN_STOCK. GV Buttermilk Ranch 36 fl oz is the same price. Kraft Classic Ranch 8 fl oz $1.00 = $0.1250/fl oz. https://www.walmart.com/ip/Great-Value-Classic-Ranch-Dressing-36-fl-oz/22282307"
"0A02217A7A","Great Value Gluten-Free Vegetable Broth, 32 oz Carton, Shelf-Stable","0.0469","$1.50 / 32 fl oz","sold","yes","Verified ONLINE_AND_STORE IN_STOCK on a second PDP read (a first read returned a transient OUT_OF_STOCK with no price - worth knowing that Walmart PDPs can flap). Runner-up GV Organic Vegetable Broth 32 oz $1.98 = $0.0619/fl oz; Swanson 32 oz $2.27 = $0.0709. https://www.walmart.com/ip/Great-Value-Vegetable-Broth-32-oz-Carton-Shelf-Stable-Ambient-Gluten-Free/54258473"
"F9E953400F","President Crumbled Feta Cheese, 12 oz (Refrigerated)","0.5633","$6.76 / 12 oz","sold","yes","STORE_ONLY IN_STOCK. There is NO Great Value feta at this store - I checked the store-brand term explicitly. Runner-up Athenos Crumbled Traditional Feta 12 oz $6.92 = $0.5767/oz; cheapest small pack Frigo Crumbled 5 oz $3.28 = $0.6560/oz. https://www.walmart.com/ip/President-Crumbled-Feta-Cheese-12-oz-Refrigerated/122250650"
"5F4B6E79CC","Great Value Classic Ranch Salad Dressing & Recipe Mix, 1 oz Packets, 4 Count","0.5300","$2.12 / 4 oz","sold","yes","Priced on the PACKET form because the commodity label says (packet). Verified ONLINE_AND_STORE IN_STOCK. If the board allows the bulk canister the cheapest is Great Value Classic Ranch Salad Dressing & Recipe Mix 8 oz Canister $3.62 = $0.4525/oz. Single 1 oz packet $0.58 = $0.5800/oz. Hidden Valley 8 oz $8.87 = $1.1100/oz. https://www.walmart.com/ip/Great-Value-Classic-Ranch-Salad-Dressing-Recipe-Mix-1-oz-Packets-4-Count/932968525"
"299CD0CF6A","Marketside Fresh Sugar Snap Peas, 8 oz","0.3163","$2.53 / 8 oz","sold","yes","STORE_ONLY IN_STOCK. This is the ONLY genuine pure sugar snap pea item at this store. EXCLUDED Great Value Sugar Snap Pea Stir-Fry 20 oz frozen $2.72 = $0.1360/oz - the name and Walmart's own category say 'Vegetables Mix', so it is a stir-fry blend, not snap peas. That is exactly the kind of row a keyword matcher would hijack. https://www.walmart.com/ip/Marketside-Fresh-Sugar-Snap-Peas-8-oz/13399614"
"1F91860448","Great Value Dijon Mustard, 12 oz","0.1433","$1.72 / 12 oz","sold","yes","Store brand wins by a wide margin. Grey Poupon 16 oz $4.38 = $0.2740/oz; French's 12 oz $3.36 = $0.2800/oz. Ignored a CanadaGroceryStore marketplace listing priced per mL. https://www.walmart.com/ip/Great-Value-Dijon-Mustard-12-oz-Squeeze-Bottle/10315545"
"92A019B19C","Marketside Fresh Asparagus Spears, 10 oz","6.3520","$3.97 / 0.625 lb","sold","yes","STORE_ONLY IN_STOCK. Cheapest FRESH asparagus with a stated weight. IMPORTANT: 'Fresh Green Whole Asparagus Bunch' is $2.97 and would likely be cheaper per lb, but Walmart publishes NO weight for it (no unit price, no weight field, nothing in the PDP payload) so I refuse to derive a per-lb price from it. Non-fresh forms are much cheaper: GV Asparagus Cut Spears 14.5 oz CANNED $2.56 = $2.8248/lb (drained weight unknown); GV Asparagus Spears 8 oz FROZEN $3.24 = $6.4800/lb. https://www.walmart.com/ip/Marketside-Fresh-Asparagus-Spears-10-oz/44391242"
"4830F4E339","Farmland, Cooked Cubed Ham, 1 lb","0.3100","$4.96 / 16 oz","sold","yes","STORE_ONLY IN_STOCK. The cheaper Sugardale Cubed Hickory Smoked Ham 1 lb at $4.88 = $0.3050/oz is verified OUT_OF_STOCK at this store today, so I did not use it. Also John Morrell Diced Ham 8 oz $3.46 = $0.4325/oz; GV Smoked Diced Ham 5 oz can $1.72 = $0.3440/oz (canned). Sliced deli ham is cheaper still (FUD Sliced Cooked Ham 32 oz $9.98 = $0.3119/oz) but that is not diced/cubed ham. https://www.walmart.com/ip/Farmland-Cooked-Cubed-Ham-1-lb/10403361"
"803521DC0C","Fresh Whole Brussels Sprouts 1lb Bag, Fresh Produce","3.0200","$3.02 / 1 lb","sold","yes","Verified ONLINE_AND_STORE IN_STOCK. Priced as FRESH produce because the unit is lb. If the board's row accepts frozen, Great Value Brussels Sprouts 12 oz Bag frozen is $1.52 = $2.0267/lb (verified STORE_ONLY IN_STOCK) and would be the cheapest qualifying item by a wide margin - flag this row for a basis check. Fresh organic 16 oz $4.27 = $4.2700/lb. https://www.walmart.com/ip/Fresh-Brussels-Sprouts-1-lb-Bag/51259385"
