"pid","origin","top","start","end","outcome","workerTicks","maxWorkers","dirtyStart","keyStart","keyEnd","logState","logVerdict","claudePid","wrapperPushes"
"45600","hook","C:\Codex\ThriftyCrew\.claude\worktrees\elegant-hertz-785a49","2026-09-11T17:21:28.5675360-05:00","2026-09-11T17:35:36.7544151-05:00","evaluated","28","2",,"6474a2d95518d85042461bd18573cd600bdd5f85","6474a2d95518d85042461bd18573cd600bdd5f85","ambiguous-2",,"42284","False"
"142348","manual","C:\Codex\ThriftyCrew\.claude\worktrees\nervous-franklin-f35b9d","2026-09-11T17:18:35.4510980-05:00","2026-09-11T17:35:36.7544151-05:00","evaluated","61","1",,"bd4cce388183316a72e8552013b24b4dcc40eb4d","06bfb601dd98c8092044ff7ba6b8944241bd0a34",,,"71068","False"
"152140","manual","C:\Codex\ThriftyCrew\.claude\worktrees\nervous-franklin-f35b9d","2026-09-11T17:18:35.1151850-05:00","2026-09-11T17:35:36.7544151-05:00","short-no-workers","0","0",,"bd4cce388183316a72e8552013b24b4dcc40eb4d","06bfb601dd98c8092044ff7ba6b8944241bd0a34",,,"71068","False"
"145144","hook","C:\Codex\ThriftyCrew\.claude\worktrees\vigorous-gould-f87ef1","2026-09-11T17:27:48.4554290-05:00","2026-09-11T17:36:51.8184735-05:00","evaluated","33","3",,"42980ae7e08bb1fe61116f1236e5a6699b578288","42980ae7e08bb1fe61116f1236e5a6699b578288","deleted-by-hook-rc0",,"81732","False"
"81036","manual","C:\Codex\ThriftyCrew\.claude\worktrees\festive-almeida-4805f2","2026-09-11T17:18:06.0937860-05:00","2026-09-11T17:37:51.8758344-05:00","slot-timeout","0","0",,"cb63b50199036ac9fd50fc64f11c59fa8838f032","cb63b50199036ac9fd50fc64f11c59fa8838f032",,,"110072","False"
"62068","manual","C:\Codex\ThriftyCrew\.claude\worktrees\festive-almeida-4805f2","2026-09-11T17:18:06.7962930-05:00","2026-09-11T17:37:51.8758344-05:00","evaluated","56","1",,"cb63b50199036ac9fd50fc64f11c59fa8838f032","cb63b50199036ac9fd50fc64f11c59fa8838f032",,,"110072","False"
"32948","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-147824-7115a361\main","2026-09-11T17:38:37.6335060-05:00","2026-09-11T17:38:51.9299307-05:00","short-no-workers","0","0",,"462f16cbf6895d5fb3a2a29f2e741bef03eba480","77f2c16a8dbfd92b1d73cc7c1fa56d16e8fe4d77","kept","(no verdict line)",,"False"
"80492","manual","C:\Codex\ThriftyCrew\.claude\worktrees\fervent-taussig-d8640e","2026-09-11T17:24:37.6159420-05:00","2026-09-11T17:39:51.9627757-05:00","evaluated","45","2",,"1cd684858865c51a841eccd793920a24f0b157e4","75e6c9d275744347065d74a1107ebb919bd33863",,,"138176","False"
"155948","manual","C:\Codex\ThriftyCrew\.claude\worktrees\fervent-taussig-d8640e","2026-09-11T17:24:37.0650230-05:00","2026-09-11T17:39:51.9627757-05:00","short-no-workers","0","0",,"1cd684858865c51a841eccd793920a24f0b157e4","75e6c9d275744347065d74a1107ebb919bd33863",,,"138176","False"
"106348","manual","C:\Codex\ThriftyCrew\.claude\worktrees\bold-chebyshev-3ae243","2026-09-11T17:40:50.5383550-05:00","2026-09-11T17:41:07.0167934-05:00","short-no-workers","0","0",,"5befa697095487f9eae7e148291fd602edbe0b47","5befa697095487f9eae7e148291fd602edbe0b47",,,"93876","False"
"125528","manual","C:\Codex\ThriftyCrew\.claude\worktrees\bold-chebyshev-3ae243","2026-09-11T17:40:50.1289560-05:00","2026-09-11T17:41:07.0167934-05:00","short-no-workers","0","0",,"5befa697095487f9eae7e148291fd602edbe0b47","5befa697095487f9eae7e148291fd602edbe0b47",,,"93876","False"
"105100","hook","C:\Codex\ThriftyCrew\.claude\worktrees\cool-cohen-96c1d3","2026-09-11T17:34:24.2679730-05:00","2026-09-11T17:42:37.0812202-05:00","evaluated","24","3",,"41f6d9f7746c515057df6ac5b8c5e5ca65b6c15f","41f6d9f7746c515057df6ac5b8c5e5ca65b6c15f","deleted-by-hook-rc0",,"64624","False"
"153048","hook","C:\Codex\ThriftyCrew\.claude\worktrees\nervous-swirles-9a52aa","2026-09-11T17:31:10.3589110-05:00","2026-09-11T17:43:22.1190504-05:00","evaluated","31","2",,"84b17ffb12f0a33261370e17a679e202851d5099","84b17ffb12f0a33261370e17a679e202851d5099","kept","run-gates: FAILED - 1 gate(s) did not pass. This tree must not be pushed until they do; fix the cause, never the gate.","34888","False"
"49936","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-85792-ee44c673\linked","2026-09-11T17:45:07.9920040-05:00","2026-09-11T17:45:22.2014661-05:00","short-no-workers","0","0",,"f59fe8c9eccbfd7e892173a2a7e4501ee8a982be","b1fef416e586dc72a75ac3d544b89918eeb1da8b","ambiguous-0",,,"False"
"121632","manual","C:\Codex\ThriftyCrew\.claude\worktrees\xenodochial-panini-1b219f","2026-09-11T17:42:28.1710780-05:00","2026-09-11T17:45:22.2014661-05:00","short-no-workers","0","0",,"45e76a634c5b90fac208b28b32a252fba020d286","45e76a634c5b90fac208b28b32a252fba020d286",,,"24612","False"
"54960","manual","C:\Codex\ThriftyCrew\.claude\worktrees\xenodochial-panini-1b219f","2026-09-11T17:42:28.6695700-05:00","2026-09-11T17:45:22.2014661-05:00","short-no-workers","0","0",,"45e76a634c5b90fac208b28b32a252fba020d286","45e76a634c5b90fac208b28b32a252fba020d286",,,"24612","False"
"79192","hook","C:\Codex\ThriftyCrew\.claude\worktrees\gallant-wescoff-f98c34","2026-09-11T17:26:11.8609420-05:00","2026-09-11T17:45:52.2232145-05:00","evaluated","46","2",,"720b97cafe1da7e47f0eac481902a55c242d0623","720b97cafe1da7e47f0eac481902a55c242d0623","deleted-by-hook-rc0",,"133436","False"
"11884","hook","C:\Codex\ThriftyCrew\.claude\worktrees\goofy-borg-f06aff","2026-09-11T17:30:05.6728240-05:00","2026-09-11T17:46:37.2515416-05:00","evaluated","38","2",,"71cb3b8385d0ea6274ebe127780614d3a21a8b1b","6e133a985fd600bfa401950e1d3871f070d5ff2a","deleted-by-hook-rc0",,"66948","False"
"141968","hook","C:\Codex\ThriftyCrew\.claude\worktrees\frosty-wozniak-b1741e","2026-09-11T17:35:53.1226120-05:00","2026-09-11T17:47:52.3002818-05:00","evaluated","32","2",,"6ffeb04dd0636658efdb4095ba369c0f2473aab1","6ffeb04dd0636658efdb4095ba369c0f2473aab1","deleted-by-hook-rc0",,"44684","False"
"41436","hook","C:\Codex\ThriftyCrew","2026-09-11T17:21:18.9149320-05:00","2026-09-11T17:49:07.3618876-05:00","evaluated","65","5",,"7f9e1c11a20328e67b194632e8c8f8cf4e147979","7f9e1c11a20328e67b194632e8c8f8cf4e147979","deleted-by-hook-rc0",,"57504","False"
"111048","hook","C:\Codex\ThriftyCrew\.claude\worktrees\festive-almeida-4805f2","2026-09-11T17:38:37.4221240-05:00","2026-09-11T17:51:07.4536119-05:00","evaluated","32","3",,"73decb612190de906655523238294728f41177ce","73decb612190de906655523238294728f41177ce","deleted-by-hook-rc0",,"110072","False"
"120980","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-93120-668bdc4c\main","2026-09-11T17:52:23.1549520-05:00","2026-09-11T17:52:37.5317904-05:00","short-no-workers","0","0",,"c4feae79d034c2c09fa3c1befb270e2a75e53085","4903f4037691b9c102cb6b56a851501f762b860c","ambiguous-0",,"100480","False"
"109836","hook","C:\Codex\ThriftyCrew\.claude\worktrees\priceless-noyce-dfd1e7","2026-09-11T17:35:28.8206400-05:00","2026-09-11T17:53:37.5598584-05:00","evaluated","29","2",,"ff37f1a3451e76caa9ee4d303cda2328bcbc0808","ff37f1a3451e76caa9ee4d303cda2328bcbc0808","deleted-by-hook-rc0",,"35372","False"
"56264","hook","C:\Codex\ThriftyCrew\.claude\worktrees\goofy-borg-f06aff","2026-09-11T17:46:36.1079260-05:00","2026-09-11T17:57:52.6894706-05:00","evaluated","37","2",,"6e133a985fd600bfa401950e1d3871f070d5ff2a","6e133a985fd600bfa401950e1d3871f070d5ff2a","deleted-by-hook-rc0",,"66948","False"
"127520","hook","C:\Codex\ThriftyCrew\.claude\worktrees\jolly-pasteur-8828ac","2026-09-11T17:39:38.6638990-05:00","2026-09-11T17:58:22.7215528-05:00","evaluated","46","2",,"7689f3bb50718596d370996f632215422c5a4bfe","7689f3bb50718596d370996f632215422c5a4bfe","deleted-by-hook-rc0",,"103144","False"
"115932","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-108016-e76d2bf1\linked","2026-09-11T17:58:23.2754240-05:00","2026-09-11T17:58:37.7441393-05:00","short-no-workers","0","0",,"dfda98057913ef6559085f055f4c0a2bc753101c","5733c4497f8d6a5a1b6c4f1bc04b6551be82d529","ambiguous-0",,"24612","False"
"117836","hook","C:\Codex\ThriftyCrew\.claude\worktrees\peaceful-rubin-a0931d","2026-09-11T17:45:13.5747890-05:00","2026-09-11T17:59:37.7935474-05:00","evaluated","47","1",,"06e53138f04567727fd543aa2fe0bf4696d20074","06e53138f04567727fd543aa2fe0bf4696d20074","kept","run-gates: FAILED - 2 gate(s) did not pass. This tree must not be pushed until they do; fix the cause, never the gate.","121572","False"
"138128","hook","C:\Codex\ThriftyCrew\.claude\worktrees\hungry-bardeen-e6f3e3","2026-09-11T17:37:29.9266580-05:00","2026-09-11T17:59:52.7961517-05:00","evaluated","46","1",,"7ae782bfffb43a67e16392c2dedcb2ca50a5cb1e","7ae782bfffb43a67e16392c2dedcb2ca50a5cb1e","deleted-by-hook-rc0",,"101720","False"
"146424","hook","C:\Codex\ThriftyCrew\.claude\worktrees\inspiring-tesla-4b33ea","2026-09-11T17:33:58.9205100-05:00","2026-09-11T18:00:52.8439032-05:00","evaluated","36","2",,"41da22540b2d19a6c84040507779a5726534f870","41da22540b2d19a6c84040507779a5726534f870","deleted-by-hook-rc0",,"55244","False"
"155176","hook","C:\Codex\ThriftyCrew\.claude\worktrees\elated-taussig-920e38","2026-09-11T17:29:16.6574520-05:00","2026-09-11T18:01:22.8581580-05:00","evaluated","46","1",,"0cbf14dacf2ac0e84fd9edbc4eaea5ccf72c2e09","0cbf14dacf2ac0e84fd9edbc4eaea5ccf72c2e09","deleted-by-hook-rc0",,"51012","False"
"84776","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-76504-e9c05607\main","2026-09-11T18:02:24.1240810-05:00","2026-09-11T18:02:37.9275968-05:00","short-no-workers","0","0",,"b81e50bb05fd300dda9f876afe88ef3c3e9a1a69","2197f31cb0566d5c82dc17d996625190b00888f6","ambiguous-0",,,"False"
"59332","manual","C:\Codex\ThriftyCrew\.claude\worktrees\fervent-taussig-d8640e","2026-09-11T17:42:37.9798980-05:00","2026-09-11T18:02:52.9317312-05:00","slot-timeout","0","0",,"38b262d099d855478a69d71558a3975e1f5bb4ad","38b262d099d855478a69d71558a3975e1f5bb4ad",,,"138176","False"
"110668","manual","C:\Codex\ThriftyCrew\.claude\worktrees\fervent-taussig-d8640e","2026-09-11T17:42:39.8116770-05:00","2026-09-11T18:02:52.9317312-05:00","slot-timeout","0","0",,"38b262d099d855478a69d71558a3975e1f5bb4ad","38b262d099d855478a69d71558a3975e1f5bb4ad",,,"138176","False"
"160196","hook","C:\Codex\ThriftyCrew\.claude\worktrees\nervous-swirles-9a52aa","2026-09-11T17:51:02.1954440-05:00","2026-09-11T18:04:22.9967332-05:00","evaluated","25","4",,"d20fca90380c80d51f9ccb4e386470a1afabbbdc","d20fca90380c80d51f9ccb4e386470a1afabbbdc","deleted-by-hook-rc0",,"34888","False"
"98416","hook","C:\Codex\ThriftyCrew\.claude\worktrees\festive-almeida-4805f2","2026-09-11T17:52:23.9628050-05:00","2026-09-11T18:04:38.0138774-05:00","evaluated","43","2",,"a63a45c70ae9359fb60908db32d1e967eb3cf12d","a63a45c70ae9359fb60908db32d1e967eb3cf12d","deleted-by-hook-rc0",,"110072","False"
"89152","hook","C:\Codex\ThriftyCrew\.claude\worktrees\gallant-wescoff-f98c34","2026-09-11T17:46:40.3483580-05:00","2026-09-11T18:04:38.0138774-05:00","evaluated","52","1",,"568eb4398d7b17bf921b25931a684b474a4fc2c8","568eb4398d7b17bf921b25931a684b474a4fc2c8","deleted-by-hook-rc0",,"133436","False"
"36848","manual","C:\Codex\ThriftyCrew\.claude\worktrees\xenodochial-panini-1b219f","2026-09-11T17:46:16.4894940-05:00","2026-09-11T18:04:53.0268040-05:00","evaluated","54","2",,"8b76461291653b2ef57a6f78940be1094d3f8f6f","8b76461291653b2ef57a6f78940be1094d3f8f6f",,,"24612","False"
"67912","manual","C:\Codex\ThriftyCrew\.claude\worktrees\xenodochial-panini-1b219f","2026-09-11T17:46:16.1679480-05:00","2026-09-11T18:04:53.0268040-05:00","short-no-workers","0","0",,"8b76461291653b2ef57a6f78940be1094d3f8f6f","8b76461291653b2ef57a6f78940be1094d3f8f6f",,,"24612","False"
"119172","hook","C:\Codex\ThriftyCrew\.claude\worktrees\priceless-noyce-dfd1e7","2026-09-11T17:54:53.1813580-05:00","2026-09-11T18:07:38.1221120-05:00","evaluated","37","3",,"8f12603284dc95a11e658363d0aa81ad0e63bb46","8f12603284dc95a11e658363d0aa81ad0e63bb46","deleted-by-hook-rc0",,"35372","False"
"134756","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-109700-813fcb6e\main","2026-09-11T18:09:54.0553820-05:00","2026-09-11T18:10:08.2097596-05:00","short-no-workers","0","0",,"7ddf96a3a00f6291562090f52e557e6ca411bb90","6567215bdbdf5103ea0cec88418f157b77caa76e","ambiguous-0",,,"False"
"121616","hook","C:\Codex\ThriftyCrew\.claude\worktrees\frosty-wozniak-b1741e","2026-09-11T17:51:55.4904730-05:00","2026-09-11T18:11:38.2724077-05:00","evaluated","28","2",,"ae5912e98e99522d0faa4e20ee61d5f8e38a040d","ae5912e98e99522d0faa4e20ee61d5f8e38a040d","deleted-by-hook-rc0",,"44684","False"
"151492","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-99768-3a9c1d3a\linked","2026-09-11T18:11:54.5055380-05:00","2026-09-11T18:12:08.3062808-05:00","short-no-workers","0","0",,"690cf359810a83cf1e2138549d489179b98f363a","690cf359810a83cf1e2138549d489179b98f363a","ambiguous-0",,,"False"
"153232","hook","C:\Users\Owner\AppData\Local\Temp\tc-prepush-selftest-110168-61ab5340\main","2026-09-11T18:12:39.0548100-05:00","2026-09-11T18:12:53.3540243-05:00","short-no-workers","0","0",,"d1d098ee5bf4f4ee9dba163d5845b03a9caede09","ac2134fb439ca7db370dfcd59e1877375c6971cb","ambiguous-0",,,"False"
"75560","hook","C:\Codex\ThriftyCrew\.claude\worktrees\festive-almeida-4805f2","2026-09-11T18:05:57.2737140-05:00","2026-09-11T18:13:53.3857431-05:00","evaluated","26","2",,"f320b24f072c6a31dbf8924deb8c1171e0a4d0d7","f320b24f072c6a31dbf8924deb8c1171e0a4d0d7","deleted-by-hook-rc0",,"110072","False"
"13276","hook","C:\Codex\ThriftyCrew\.claude\worktrees\goofy-borg-f06aff","2026-09-11T18:00:59.8962690-05:00","2026-09-11T18:14:38.3996714-05:00","evaluated","39","2",,"6e133a985fd600bfa401950e1d3871f070d5ff2a","6e133a985fd600bfa401950e1d3871f070d5ff2a","deleted-by-hook-rc0",,"66948","False"
"150708","hook","C:\Codex\ThriftyCrew\.claude\worktrees\cool-cohen-96c1d3","2026-09-11T17:52:48.3511320-05:00","2026-09-11T18:15:08.4173517-05:00","evaluated","54","1",,"2f96d6d06c874bcd6227587bc23336d11f0d107c","2f96d6d06c874bcd6227587bc23336d11f0d107c","kept","run-gates: FAILED - 1 gate(s) did not pass. This tree must not be pushed until they do; fix the cause, never the gate.","64624","False"
"156824","hook","C:\Codex\ThriftyCrew\.claude\worktrees\jolly-pasteur-8828ac","2026-09-11T18:00:54.4151710-05:00","2026-09-11T18:15:08.4173517-05:00","evaluated","40","3",,"7689f3bb50718596d370996f632215422c5a4bfe","7689f3bb50718596d370996f632215422c5a4bfe","deleted-by-hook-rc0",,"103144","False"
"129360","hook","C:\Codex\ThriftyCrew\.claude\worktrees\admiring-euler-cbfb1a","2026-09-11T18:03:28.0405560-05:00","2026-09-11T18:17:08.4863085-05:00","evaluated","51","1",,"f1579ad12454dfb879591cef358c6d82f499a3c7","f1579ad12454dfb879591cef358c6d82f499a3c7","deleted-by-hook-rc0",,"37420","False"
"107280","hook","C:\Codex\ThriftyCrew\.claude\worktrees\happy-raman-5edfad","2026-09-11T18:07:25.0406690-05:00","2026-09-11T18:17:23.5068788-05:00","evaluated","36","2",,"ece7745208ac342670db099e105d175fbb8ecbec","ece7745208ac342670db099e105d175fbb8ecbec","kept","run-gates: FAILED - 2 gate(s) did not pass. This tree must not be pushed until they do; fix the cause, never the gate.","100480","False"
"158724","hook","C:\Codex\ThriftyCrew\.claude\worktrees\fervent-taussig-d8640e","2026-09-11T18:03:38.5613750-05:00","2026-09-11T18:17:38.5091654-05:00","evaluated","51","1",,"362060da18fa58a35415139c512bad8e443b6c7c","362060da18fa58a35415139c512bad8e443b6c7c","deleted-by-hook-rc0",,"138176","False"
"110872","hook","C:\Codex\ThriftyCrew\.claude\worktrees\hungry-bardeen-e6f3e3","2026-09-11T18:11:18.2247920-05:00",,"unfinished","13","1",,"8274cd60d7d7cd8d2904686506eb57268daa898a",,,,"101720","False"
"146184","hook","C:\Codex\ThriftyCrew\.claude\worktrees\cool-cohen-96c1d3","2026-09-11T18:17:37.0428890-05:00",,"unfinished","0","0",,"68638dd6418d5652d55ee3cac474797a67140905",,,,"64624","False"
"91352","hook","C:\Codex\ThriftyCrew\.claude\worktrees\peaceful-rubin-a0931d","2026-09-11T18:05:43.1629980-05:00",,"unfinished","0","0",,"7e8f9a795c5db8f7090d73e3d618b987af6d1b0c",,,,"121572","False"
"103532","hook","C:\Codex\ThriftyCrew\.claude\worktrees\youthful-mirzakhani-eef33c","2026-09-11T17:56:17.5148340-05:00",,"unfinished","12","1",,"5d9ed1ac543b21d753629a706914c7430cfeb978",,,,"147760","False"
"108588","manual","C:\Codex\ThriftyCrew\.claude\worktrees\xenodochial-panini-1b219f","2026-09-11T18:08:41.2014300-05:00",,"unfinished","0","0",,"de63279eada8779629acfb3d589752be130f6fff",,,,"24612","False"
"159084","hook","C:\Codex\ThriftyCrew\.claude\worktrees\elegant-hertz-785a49","2026-09-11T18:10:15.0134390-05:00",,"unfinished","18","3",,"c5dec32169f4fc350e33c7626bf5e03a84403fe3",,,,"42284","False"
"151472","manual","C:\Codex\ThriftyCrew\.claude\worktrees\xenodochial-panini-1b219f","2026-09-11T18:08:40.7968510-05:00",,"unfinished","0","0",,"de63279eada8779629acfb3d589752be130f6fff",,,,"24612","False"
"155680","hook","C:\Codex\ThriftyCrew\.claude\worktrees\frosty-wozniak-b1741e","2026-09-11T18:14:55.9235740-05:00",,"unfinished","4","1",,"9c94bc3cb5ffa9246cba393348f1e73e68bea58e",,,,"44684","False"
"96476","hook","C:\Codex\ThriftyCrew\.claude\worktrees\hopeful-pike-642f22","2026-09-11T18:10:29.7123320-05:00",,"unfinished","28","1",,"388df54a374598032dd31ebc73d78137751f6e6f",,,,,"False"
"102408","hook","C:\Codex\ThriftyCrew\.claude\worktrees\nervous-swirles-9a52aa","2026-09-11T18:07:12.9966300-05:00",,"unfinished","12","1",,"ce3f2070ce697a0b26527a0d9ea25dad4653f286",,,,"34888","False"
"110568","hook","C:\Codex\ThriftyCrew\.claude\worktrees\gallant-wescoff-f98c34","2026-09-11T18:05:22.2421950-05:00",,"unfinished","13","1",,"9792a88740e2f144bab67745de0434a3d3dbc7c4",,,,"133436","False"
"69048","hook","C:\Codex\ThriftyCrew\.claude\worktrees\goofy-borg-f06aff","2026-09-11T18:15:07.2654090-05:00",,"unfinished","5","1",,"6e133a985fd600bfa401950e1d3871f070d5ff2a",,,,"66948","False"
